"CCLE_19Q4_gene_symbol","HGNC_ID","HGNC_approved_symbol","HGNC_alias_symbols","HGNC_previous_symbols"
"ILF2","HGNC:6037","ILF2","NF45",""
"RIT1","HGNC:10023","RIT1","RIBB|ROC1|MGC125864|MGC125865","RIT"
"INTS3","HGNC:26153","INTS3","FLJ21919|INT3|SOSS-A","C1orf60"
"PKLR","HGNC:9020","PKLR","",""
"HCN3","HGNC:19183","HCN3","KIAA1535",""
"FLG","HGNC:3748","FLG","FLG1|FLG-1",""
"ACTA1","HGNC:129","ACTA1","NEM3","ACTA"
"C1orf131","HGNC:25332","C1orf131","DKFZp547B1713",""
"GALNT2","HGNC:4124","GALNT2","GalNAc-T2",""
"TTC13","HGNC:26204","TTC13","FLJ22584",""
"SCCPDH","HGNC:24275","SCCPDH","CGI-49|NET11",""
"LYST","HGNC:1968","LYST","CHS|Mauve","CHS1"
"MAP3K21","HGNC:29798","MAP3K21","KIAA1804|MLK4",""
"CEP170","HGNC:28920","CEP170","KAB|FAM68A","KIAA0470"
"ACP1","HGNC:122","ACP1","HAAP|LMW-PTP|LMWPTP",""
"SNAP47","HGNC:30669","SNAP47","SVAP1|SNAP-47","C1orf142"
"SRP9","HGNC:11304","SRP9","",""
"NVL","HGNC:8070","NVL","NVL2",""
"SDE2","HGNC:26643","SDE2","FLJ35382","C1orf55"
"DEGS1","HGNC:13709","DEGS1","MLD|Des-1|DES1|FADS7|DEGS-1",""
"FBXO28","HGNC:29046","FBXO28","FLJ10766|KIAA0483|Fbx28|CENP-30",""
"ARF1","HGNC:652","ARF1","",""
"LEFTY2","HGNC:3122","LEFTY2","LEFTA|LEFTYA","TGFB4|EBAF"
"CNIH4","HGNC:25013","CNIH4","HSPC163",""
"ITPKB","HGNC:6179","ITPKB","IP3KB|IP3-3KB",""
"GUK1","HGNC:4693","GUK1","",""
"CDC42BPA","HGNC:1737","CDC42BPA","MRCKA|PK428|FLJ23347|KIAA0451|MRCK",""
"CNIH3","HGNC:26802","CNIH3","FLJ38993|CNIH-3",""
"C1orf35","HGNC:19032","C1orf35","MGC4174|MMTAG2",""
"MBOAT2","HGNC:25193","MBOAT2","FLJ14415|FLJ90298|LPLAT13","OACT2"
"PARP1","HGNC:270","PARP1","PARP|ARTD1|Poly-PARP|PARS","PPOL|ADPRT"
"PSEN2","HGNC:9509","PSEN2","AD3L|STM2|PS2|PS-2|E5-1","AD4"
"PYCR2","HGNC:30262","PYCR2","P5CR2",""
"LBR","HGNC:6518","LBR","DHCR14B|TDRD18",""
"WNT9A","HGNC:12778","WNT9A","","WNT14"
"EPHX1","HGNC:3401","EPHX1","","EPHX"
"REN","HGNC:9958","REN","",""
"SOX13","HGNC:11192","SOX13","Sox-13|ICA12|MGC117216",""
"ETNK2","HGNC:25575","ETNK2","FLJ10761|EKI2",""
"PPFIA4","HGNC:9248","PPFIA4","",""
"PLEKHA6","HGNC:17053","PLEKHA6","PEPP3|KIAA0969",""
"PTPN7","HGNC:9659","PTPN7","HEPTP|LC-PTP",""
"SYT2","HGNC:11510","SYT2","",""
"ARL8A","HGNC:25192","ARL8A","FLJ45195|Gie2","ARL10B"
"OSR1","HGNC:8111","OSR1","","ODD"
"GDF7","HGNC:4222","GDF7","BMP12",""
"PDIA6","HGNC:30168","PDIA6","P5|ERp5","TXNDC7"
"RHOB","HGNC:668","RHOB","RHOH6|MST081","ARH6|ARHB"
"ATP6V1C2","HGNC:18264","ATP6V1C2","VMA5|ATP6C2",""
"HNRNPLL","HGNC:25127","HNRNPLL","","HNRPLL"
"GALM","HGNC:24063","GALM","",""
"CAMKMT","HGNC:26276","CAMKMT","CLNMT","C2orf34"
"ABCG8","HGNC:13887","ABCG8","GBD4",""
"EML4","HGNC:1316","EML4","ROPP120|ELP120","C2orf2"
"CALM2","HGNC:1445","CALM2","PHKD|PHKD2|CAMII",""
"CHAC2","HGNC:32363","CHAC2","GCG1",""
"RPS27A","HGNC:10417","RPS27A","UBCEP80|Uba80|S27A|eS31",""
"WDPCP","HGNC:28027","WDPCP","hFrtz|fritz|BBS15|CPLANE5","C2orf86"
"VPS54","HGNC:18652","VPS54","HCC8|PPP1R164",""
"REG3G","HGNC:29595","REG3G","UNQ429|LPPM429|PAP1B",""
"ASXL2","HGNC:23805","ASXL2","ASXH2|FLJ10898|KIAA1685",""
"ETAA1","HGNC:24648","ETAA1","ETAA16",""
"SNRPG","HGNC:11163","SNRPG","Sm-G",""
"ABHD1","HGNC:17553","ABHD1","LABH1|FLJ36128",""
"MEIS1","HGNC:7000","MEIS1","",""
"TRIM43B","HGNC:37146","TRIM43B","",""
"TRIM43","HGNC:19015","TRIM43","TRIM43A",""
"CIAO1","HGNC:14280","CIAO1","CIA1","WDR39"
"ZNF514","HGNC:25894","ZNF514","FLJ14457",""
"SNRNP200","HGNC:30859","SNRNP200","U5-200KD|HELIC2|KIAA0788|Brr2","ASCC3L1|RP33"
"MRPS5","HGNC:14498","MRPS5","MRP-S5|S5mt",""
"ANKRD53","HGNC:25691","ANKRD53","FLJ12056|FLJ36160",""
"TPRKB","HGNC:24259","TPRKB","CGI-121|CGI121",""
"NAT8","HGNC:18069","NAT8","Hcml1|TSC501|GLA|ATase2",""
"EXOC6B","HGNC:17085","EXOC6B","KIAA0919","SEC15L2|SEC15B"
"SFXN5","HGNC:16073","SFXN5","BBG-TCC|SLC56A5",""
"TEX261","HGNC:30712","TEX261","MGC32043|TEG-261",""
"DQX1","HGNC:20410","DQX1","FLJ23757",""
"DUSP11","HGNC:3066","DUSP11","PIR1",""
"ST6GAL2","HGNC:10861","ST6GAL2","KIAA1877|St6GalII","SIAT2"
"NPHP1","HGNC:7905","NPHP1","JBTS4|SLSN1","NPH1"
"MALL","HGNC:6818","MALL","BENE",""
"THNSL2","HGNC:25602","THNSL2","FLJ10916|TSH2|SOFAT",""
"RALB","HGNC:9840","RALB","",""
"C1QL2","HGNC:24181","C1QL2","CTRP10|C1QTNF10",""
"TMEM177","HGNC:28143","TMEM177","MGC10993",""
"NT5DC4","HGNC:27678","NT5DC4","",""
"RABL2A","HGNC:9799","RABL2A","",""
"SLC20A1","HGNC:10946","SLC20A1","PiT-1|Glvr-1|PiT1","GLVR1"
"FBLN7","HGNC:26740","FBLN7","FLJ37440|TM14",""
"ZC3H8","HGNC:30941","ZC3H8","Fliz1","ZC3HDC8"
"LIPT1","HGNC:29569","LIPT1","MGC12290|MGC13378",""
"CNGA3","HGNC:2150","CNGA3","CCNC1|CCNCa|CNG3","CNCG3|ACHM2"
"FAHD2B","HGNC:25318","FAHD2B","DKFZp434N062",""
"LYG1","HGNC:27014","LYG1","SALW1939|LYGA1",""
"AFF3","HGNC:6473","AFF3","MLLT2-like","LAF4"
"UBXN4","HGNC:14860","UBXN4","KIAA0242","UBXDC1|UBXD2"
"NXPH2","HGNC:8076","NXPH2","NPH2",""
"SPOPL","HGNC:27934","SPOPL","BTBD33",""
"THSD7B","HGNC:29348","THSD7B","KIAA1679",""
"GPR17","HGNC:4471","GPR17","",""
"POLR2D","HGNC:9191","POLR2D","RPB4",""
"AMMECR1L","HGNC:28658","AMMECR1L","MGC4268",""
"GALNT13","HGNC:23242","GALNT13","KIAA1918|GalNAc-T13",""
"PKP4","HGNC:9026","PKP4","p0071",""
"SCN1A","HGNC:10585","SCN1A","Nav1.1|GEFSP2|HBSCI|NAC1|SMEI","SCN1|FEB3"
"SLC4A10","HGNC:13811","SLC4A10","NBCn2|NCBE",""
"SCRN3","HGNC:30382","SCRN3","FLJ23142",""
"LNPK","HGNC:21610","LNPK","Ul|LNP1|LNP","KIAA1715"
"ZNF385B","HGNC:26332","ZNF385B","FLJ25270","ZNF533"
"TMEFF2","HGNC:11867","TMEFF2","TENB2|HPP1|TR|TPEF|CT120.2",""
"CDCA7","HGNC:14628","CDCA7","FLJ14736|JPO1",""
"DLX1","HGNC:2914","DLX1","",""
"UBR3","HGNC:30467","UBR3","KIAA2024|DKFZp434P117|FLJ37422","ZNF650"
"PHOSPHO2","HGNC:28316","PHOSPHO2","MGC22679",""
"GULP1","HGNC:18649","GULP1","CED6|CED-6|GULP",""
"FAM171B","HGNC:29412","FAM171B","FLJ34104","KIAA1946"
"HSPD1","HGNC:5261","HSPD1","GroEL|HSP60","SPG13"
"CCDC150","HGNC:26834","CCDC150","FLJ39660",""
"METTL21A","HGNC:30476","METTL21A","LOC151194|HCA557b|HSPA-KMT","FAM119A"
"UNC80","HGNC:26582","UNC80","FLJ33496|KIAA1843|UNC-80","C2orf21"
"PTH2R","HGNC:9609","PTH2R","","PTHR2"
"CPO","HGNC:21011","CPO","",""
"NBEAL1","HGNC:20681","NBEAL1","MGC164581","ALS2CR17|ALS2CR16"
"KANSL1L","HGNC:26310","KANSL1L","FLJ23861|FLJ32349|MSL1v2|KIAA1267L","C2orf67"
"SPAG16","HGNC:23225","SPAG16","PF20|FLJ22724|DKFZp666P1710|WDR29",""
"ABCA12","HGNC:14637","ABCA12","DKFZP434G232|LI2","ICR2B"
"SUMF1","HGNC:20376","SUMF1","FGE|UNQ3037",""
"NYAP2","HGNC:29291","NYAP2","","KIAA1486"
"RHBDD1","HGNC:23081","RHBDD1","DKFZp547E052",""
"ACKR3","HGNC:23692","ACKR3","RDC1|GPR159","CMKOR1|CXCR7"
"TRPM8","HGNC:17961","TRPM8","",""
"HES6","HGNC:18254","HES6","bHLHb41",""
"ESPNL","HGNC:27937","ESPNL","FLJ42568",""
"ANKMY1","HGNC:20987","ANKMY1","FLJ20499|ZMYND13",""
"COPS7B","HGNC:16760","COPS7B","CSN7B",""
"DIS3L2","HGNC:28648","DIS3L2","FLJ36974|MGC42174","FAM6A"
"CPNE9","HGNC:24336","CPNE9","KIAA4217",""
"FANCD2","HGNC:3585","FANCD2","FAD|FA-D2","FACD|FANCD"
"TAMM41","HGNC:25187","TAMM41","MGC16471|DKFZp434E0519","C3orf31"
"VGLL4","HGNC:28966","VGLL4","KIAA0121",""
"RAB5A","HGNC:9783","RAB5A","","RAB5"
"RETREG2","HGNC:28450","RETREG2","MGC3035|MAG-2","C2orf17|FAM134A"
"CTDSP1","HGNC:21614","CTDSP1","NLIIF|SCP1",""
"CNOT9","HGNC:10445","CNOT9","RCD1|RCD1+|CT129|CAF40","RQCD1"
"MARCH4","HGNC:29269","MARCHF4","KIAA1399|MARCH-IV|RNF174","4-Mar"
"STK11IP","HGNC:19184","STK11IP","LIP1|KIAA1898|LKB1IP|STK11IP1",""
"GMPPA","HGNC:22923","GMPPA","",""
"GRIP2","HGNC:23841","GRIP2","KIAA1719",""
"EAF1","HGNC:20907","EAF1","",""
"CNTN4","HGNC:2174","CNTN4","BIG-2",""
"DYNC1LI1","HGNC:18745","DYNC1LI1","","DNCLI1"
"RBMS3","HGNC:13427","RBMS3","",""
"GADL1","HGNC:27949","GADL1","",""
"OSBPL10","HGNC:16395","OSBPL10","",""
"POMGNT2","HGNC:25902","POMGNT2","FLJ14566|AGO61","C3orf39|GTDC2"
"ACKR2","HGNC:1565","ACKR2","CCR10|D6|CCR9","CMKBR9|CCBP2"
"FAM198A","HGNC:24485","GASK1A","DKFZP434B172","C3orf41|FAM198A"
"CSRNP1","HGNC:14300","CSRNP1","URAX1|DKFZp566F164|FAM130B|TAIP-3","AXUD1"
"SLC25A38","HGNC:26054","SLC25A38","FLJ20551",""
"ITGA9","HGNC:6145","ITGA9","RLC|ITGA4L|ALPHA-RLC",""
"SLC22A14","HGNC:8495","SLC22A14","OCTL2","ORCTL4"
"GOLGA4","HGNC:4427","GOLGA4","GOLG|GCP2|p230|golgin-240",""
"CTDSPL","HGNC:16890","CTDSPL","HYA22|SCP3|PSR1|RBSP3","C3orf8"
"STAC","HGNC:11353","STAC","STAC1",""
"IQSEC1","HGNC:29112","IQSEC1","KIAA0763|GEP100|BRAG2|ARF-GEP100",""
"CAND2","HGNC:30689","CAND2","TIP120B|KIAA0667|Tp120b",""
"RPL32","HGNC:10336","RPL32","L32|eL32",""
"PTPRG","HGNC:9671","PTPRG","RPTPG","PTPG"
"IL17RD","HGNC:17616","IL17RD","SEF|IL17RLM|FLJ35755|IL-17RD",""
"SHQ1","HGNC:25543","SHQ1","FLJ10539|Shq1p",""
"SLC25A26","HGNC:20661","SLC25A26","SAMC",""
"UBA3","HGNC:12470","UBA3","hUba3|NAE2","UBE1C"
"ARL6IP5","HGNC:16937","ARL6IP5","PRAF3|JWA|GTRAP3-18|DERP11|HSPC127|Yip6b",""
"TMF1","HGNC:11870","TMF1","ARA160|TMF",""
"LRIG1","HGNC:17360","LRIG1","LIG-1|DKFZP586O1624|LIG1",""
"LRTM1","HGNC:25023","LRTM1","HT017",""
"LIMD1","HGNC:6612","LIMD1","",""
"ZNF660","HGNC:26720","ZNF660","FLJ36870",""
"NFKBIZ","HGNC:29805","NFKBIZ","MAIL|FLJ34463|INAP",""
"COL8A1","HGNC:2215","COL8A1","MGC9568","C3orf7"
"NXPE3","HGNC:28238","NXPE3","MGC15606","FAM55C"
"ADGRG7","HGNC:19241","ADGRG7","FLJ14454","GPR128"
"MYH15","HGNC:31073","MYH15","KIAA1000",""
"PHLDB2","HGNC:29573","PHLDB2","LL5beta|FLJ21791|LL5b",""
"ABHD10","HGNC:25656","ABHD10","FLJ11342",""
"TAGLN3","HGNC:29868","TAGLN3","NP25|NP22",""
"PLA1A","HGNC:17661","PLA1A","ps-PLA1",""
"RABL3","HGNC:18072","RABL3","MGC23920",""
"ADPRH","HGNC:269","ADPRH","ARH1",""
"IGSF11","HGNC:16669","IGSF11","BT-IgSF|MGC35227|Igsf13|VSIG3|CT119",""
"ATG3","HGNC:20962","ATG3","PC3-96|FLJ22125|MGC15201|DKFZp564M1178","APG3L"
"NR1I2","HGNC:7968","NR1I2","ONR1|PXR|BXR|SXR|PAR2",""
"BOC","HGNC:17173","BOC","CDON2|Boi",""
"SRPRB","HGNC:24085","SRPRB","APMCF1|SR-beta",""
"TMEM108","HGNC:28451","TMEM108","MGC3040|CT124",""
"AGTR1","HGNC:336","AGTR1","AT1|AT2R1|AGTR1A|AT2R1A|HAT1R|AG2S|AT2R1B|AT1B|ATR1","AGTR1B"
"MED12L","HGNC:16050","MED12L","KIAA1635|TNRC11L|TRALPUSH|TRALP",""
"EIF2A","HGNC:3254","EIF2A","EIF-2A",""
"ALDH1L1","HGNC:3978","ALDH1L1","10-fTHF|FDH","FTHFD"
"OSBPL11","HGNC:16397","OSBPL11","ORP-11|ORP11|FLJ13012|FLJ13164",""
"TRPC1","HGNC:12333","TRPC1","HTRP-1",""
"NCEH1","HGNC:29260","NCEH1","KIAA1363|NCEH","AADACL1"
"SPATA16","HGNC:29935","SPATA16","NYD-SP12",""
"FAM86B2","HGNC:32222","FAM86B2","",""
"LPP","HGNC:6679","LPP","",""
"TMEM44","HGNC:25120","TMEM44","DKFZp686O18124",""
"RUBCN","HGNC:28991","RUBCN","rubicon|rundataxin","KIAA0226"
"AMT","HGNC:473","AMT","GCST|NKH",""
"TCTA","HGNC:11692","TCTA","",""
"NICN1","HGNC:18317","NICN1","MGC12936",""
"UCN2","HGNC:18414","UCN2","UCNI|SRP|URP|UCN-II",""
"DCAF1","HGNC:30911","DCAF1","KIAA0800|MGC102804","VPRBP"
"MANF","HGNC:15461","MANF","ARP","ARMET"
"CCDC39","HGNC:25244","CCDC39","DKFZp434A128|CILD14|FAP59|CFAP59",""
"STXBP5L","HGNC:30757","STXBP5L","KIAA1006|LLGL4|tomosyn-2",""
"EAF2","HGNC:23115","EAF2","BM040|TRAITS|U19",""
"ILDR1","HGNC:28741","ILDR1","MGC50831","DFNB42"
"TM4SF19","HGNC:25167","TM4SF19","",""
"MUC4","HGNC:7514","MUC4","",""
"SLIT2","HGNC:11086","SLIT2","Slit-2","SLIL3"
"EIF2B5","HGNC:3261","EIF2B5","EIF2Bepsilon|EIF-2B",""
"AHSG","HGNC:349","AHSG","FETUA|A2HS|HSGA",""
"ECE2","HGNC:13275","ECE2","KIAA0604|MGC2408",""
"VWA5B2","HGNC:25144","VWA5B2","DKFZp761K032|LOC90113",""
"DGKQ","HGNC:2856","DGKQ","DAGK|DAGK7","DAGK4"
"FIP1L1","HGNC:19124","FIP1L1","DKFZp586K0717|FIP1|hFip1",""
"SLC26A1","HGNC:10993","SLC26A1","SAT-1|EDM4",""
"LYAR","HGNC:26021","LYAR","ZC2HC2|ZLYAR",""
"CENPC","HGNC:1854","CENPC","CENP-C|hcp-4|MIF2","CENPC1"
"EPHA5","HGNC:3389","EPHA5","Hek7|TYRO4|CEK7|EHK1",""
"CORIN","HGNC:19012","CORIN","PRSC|CRN|ATC2|Lrp4|TMPRSS10",""
"ATP10D","HGNC:13549","ATP10D","ATPVD|KIAA1487",""
"OCIAD2","HGNC:28685","OCIAD2","MGC45416",""
"SLC10A4","HGNC:22980","SLC10A4","MGC29802",""
"SLC10A6","HGNC:30603","SLC10A6","SOAT",""
"SCD5","HGNC:21088","SCD5","ACOD4|FLJ21032|FADS4|HSCD5","SCD4"
"PLAC8","HGNC:19254","PLAC8","onzin|C15",""
"ENOPH1","HGNC:24599","ENOPH1","MASA|E1|mtnC",""
"CABS1","HGNC:30710","CABS1","NYD-SP26|FLJ32897|CLPH","C4orf35"
"GC","HGNC:4187","GC","DBP|VDBP|hDBP",""
"TRMT10A","HGNC:28403","TRMT10A","MGC27034|TRM10","RG9MTD2"
"KLHL8","HGNC:18644","KLHL8","KIAA1378",""
"SNCA","HGNC:11138","SNCA","NACP|PD1","PARK1|PARK4"
"PYURF","HGNC:44317","PYURF","PreY",""
"TBCK","HGNC:28261","TBCK","MGC16169|HSPC302",""
"CAMK2D","HGNC:1462","CAMK2D","","CAMKD"
"CISD2","HGNC:24212","CISD2","Miner1|ERIS|NAF-1","ZCD2|WFS2"
"DDIT4L","HGNC:30555","DDIT4L","REDD2|Rtp801L",""
"ANK2","HGNC:493","ANK2","FAP87|CFAP87","LQT4"
"TIFA","HGNC:19075","TIFA","MGC20791|T2BP|T6BP|TIFAA",""
"SPATA5","HGNC:18119","AFG2A","SPAF|AFG2","SPATA5"
"FABP2","HGNC:3556","FABP2","I-FABP",""
"CCNA2","HGNC:1578","CCNA2","","CCNA|CCN1"
"METTL14","HGNC:29330","METTL14","KIAA1627",""
"USP53","HGNC:29255","USP53","KIAA1350",""
"SETD7","HGNC:30412","SETD7","KIAA1717|SET7|SET7/9|Set9|KMT7",""
"NAF1","HGNC:25126","NAF1","",""
"MARCH1","HGNC:26077","MARCHF1","FLJ20668|MARCH-I|RNF171","1-Mar"
"SFRP2","HGNC:10777","SFRP2","SARP1|SDF-5|FRP-2",""
"RPS3A","HGNC:10421","RPS3A","S3A|eS1","MFTL"
"RNF175","HGNC:27735","RNF175","FLJ34190",""
"PDGFC","HGNC:8801","PDGFC","SCDGF|fallotein",""
"CBR4","HGNC:25891","CBR4","FLJ14431|SDR45C1",""
"GLRA3","HGNC:4328","GLRA3","",""
"CYP4V2","HGNC:23198","CYP4V2","CYP4AH1",""
"ROPN1L","HGNC:24060","ROPN1L","ASP|FLJ25776|RSPH11",""
"NDUFS6","HGNC:7713","NDUFS6","CI-13kA",""
"MARCH6","HGNC:30550","MARCHF6","TEB4|MARCH-VI|RNF176","6-Mar"
"NKD2","HGNC:17046","NKD2","Naked2",""
"CDH18","HGNC:1757","CDH18","CDH14|EY-CADHERIN",""
"ADAMTS16","HGNC:17108","ADAMTS16","ADAMTS16s",""
"SRD5A1","HGNC:11284","SRD5A1","",""
"MYO10","HGNC:7593","MYO10","KIAA0799|MyoX",""
"OTULINL","HGNC:25629","OTULINL","FLJ11127|NET20","FAM105A"
"RPL37","HGNC:10347","RPL37","L37|eL37",""
"SKP2","HGNC:10901","SKP2","FBXL1|FBL1|p45",""
"OSMR","HGNC:8507","OSMR","OSMRB|OSMRbeta",""
"UGT3A1","HGNC:26625","UGT3A1","FLJ34658",""
"PLK2","HGNC:19699","PLK2","SNK",""
"SHISAL2B","HGNC:34236","SHISAL2B","","FAM159B"
"GZMA","HGNC:4708","GZMA","","HFSP|CTLA3"
"PIK3R1","HGNC:8979","PIK3R1","GRB1|p85-ALPHA|p85|p85alpha",""
"HAPLN1","HGNC:2380","HAPLN1","","CRTL1"
"LHFPL2","HGNC:6588","LHFPL2","KIAA0206",""
"SSBP2","HGNC:15831","SSBP2","HSPC116",""
"BHMT","HGNC:1047","BHMT","BHMT1",""
"ANKRD31","HGNC:26853","ANKRD31","FLJ40191",""
"IQGAP2","HGNC:6111","IQGAP2","",""
"CRHBP","HGNC:2356","CRHBP","CRF-BP|CRFBP",""
"RASA1","HGNC:9871","RASA1","GAP|CM-AVM|p120GAP|p120RASGAP|p120","RASA"
"LIX1","HGNC:18581","LIX1","Lft","C5orf11"
"GIN1","HGNC:25959","GIN1","FLJ20125|GIN-1|TGIN1","ZH2C2"
"PPIP5K2","HGNC:29035","PPIP5K2","KIAA0433|VIP2|CFAP160","HISPPD1|DFNB100"
"PAM","HGNC:8596","PAM","PAL|PHM",""
"BDP1","HGNC:13652","BDP1","TFIIIB150|TFC5|TFIIIB90|KIAA1689|HSA238520|KIAA1241","TFNR|TAF3B1"
"GTF2H2","HGNC:4656","GTF2H2","BTF2|TFIIH|BTF2P44|T-BTF2P44|p44",""
"SLC30A5","HGNC:19089","SLC30A5","ZTL1|ZnT-5|FLJ12496|FLJ12756|ZNT5|MGC5499|ZNTL1",""
"BTF3","HGNC:1125","BTF3","BTF3a|BTF3b","NACB"
"FBXL17","HGNC:13615","FBXL17","DKFZP434C1715|Fbx13|Fbl17","FBXO13"
"SPATA9","HGNC:22988","SPATA9","NYD-SP16|FLJ35906",""
"TSLP","HGNC:30743","TSLP","",""
"TNFAIP8","HGNC:17260","TNFAIP8","GG2-1|MDC-3.13|SCC-S2",""
"FEM1C","HGNC:16933","FEM1C","KIAA1785|EUROIMAGE686608|EUROIMAGE783647|FEM1A",""
"COMMD10","HGNC:30201","COMMD10","PTD002",""
"ATG12","HGNC:588","ATG12","APG12","APG12L"
"MEGF10","HGNC:29634","MEGF10","KIAA1780|SR-F3",""
"ADAMTS19","HGNC:17111","ADAMTS19","",""
"YIPF5","HGNC:24877","YIPF5","SMAP-5|FinGER5",""
"ARHGAP26","HGNC:17073","ARHGAP26","GRAF|KIAA0621|OPHN1L|OPHN1L1",""
"CXCL14","HGNC:10640","CXCL14","BRAK|NJAC|bolekine|Kec|MIP-2g|BMAC|KS1","SCYB14"
"LECT2","HGNC:6550","LECT2","chm-II|chm2",""
"SLC25A48","HGNC:30451","SLC25A48","FLJ44862",""
"DDX46","HGNC:18681","DDX46","KIAA0801|FLJ25329|PRPF5|Prp5",""
"IL9","HGNC:6029","IL9","IL-9|HP40|P40",""
"TIMD4","HGNC:25132","TIMD4","TIM4",""
"RNF145","HGNC:20853","RNF145","FLJ31951",""
"C1QTNF2","HGNC:14325","C1QTNF2","CTRP2",""
"GABRA6","HGNC:4080","GABRA6","",""
"GABRB2","HGNC:4082","GABRB2","",""
"FBXO38","HGNC:28844","FBXO38","MOKA|SP329|FLJ13962|Fbx38",""
"SPINK7","HGNC:24643","SPINK7","ECG2|ECRG2",""
"PCYOX1L","HGNC:28477","PCYOX1L","MGC3265",""
"GLRA1","HGNC:4326","GLRA1","","STHE"
"TNIP1","HGNC:16903","TNIP1","NAF1|KIAA0113|ABIN-1|VAN",""
"G3BP1","HGNC:30292","G3BP1","HDH-VIII|G3BP",""
"ZNF300","HGNC:13091","ZNF300","",""
"N4BP3","HGNC:29852","N4BP3","LZTS4",""
"NHP2","HGNC:14377","NHP2","FLJ20479","NOLA2"
"RMND5B","HGNC:26181","RMND5B","FLJ22318|GID2|GID2B",""
"BOD1","HGNC:25114","BOD1","","FAM44B"
"CPLX2","HGNC:2310","CPLX2","CPX-2|DKFZp547D155",""
"TENM2","HGNC:29943","TENM2","KIAA1127|Ten-M2|TEN2","ODZ2"
"KCNMB1","HGNC:6285","KCNMB1","hslo-beta",""
"FAM50B","HGNC:18789","FAM50B","D6S2654E|X5L",""
"MYLK4","HGNC:27972","MYLK4","SgK085",""
"FAM217A","HGNC:21362","FAM217A","MGC43581","C6orf146"
"TBC1D7","HGNC:21066","TBC1D7","dJ257A7.3|FLJ32666|TBC7",""
"FARS2","HGNC:21062","FARS2","dJ236A3.1|mtPheRS","FARS1"
"GFOD1","HGNC:21096","GFOD1","FLJ20330|ADG-90","C6orf114"
"CDKAL1","HGNC:21050","CDKAL1","FLJ20342",""
"PSD2","HGNC:19092","PSD2","DKFZp761B0514|EFA6C",""
"LRRTM2","HGNC:19409","LRRTM2","KIAA0416",""
"ZMAT2","HGNC:26433","ZMAT2","FLJ31121|hSNU23|Snu23",""
"GFRA3","HGNC:4245","GFRA3","GFRa-3",""
"KLHL3","HGNC:6354","KLHL3","KIAA1129",""
"DCDC2","HGNC:18141","DCDC2","RU2|KIAA1154|DCDC2A|NPHP19","DFNB66"
"SLC17A4","HGNC:10932","SLC17A4","KIAA2138",""
"HIST1H2BA","HGNC:18730","H2BC1","bA317E16.3|STBP|TSH2B|H2BFU","HIST1H2BA"
"KAAG1","HGNC:21031","KAAG1","RU2|RU2AS",""
"TRIM7","HGNC:16278","TRIM7","RNF90|GNIP",""
"TRIM41","HGNC:19013","TRIM41","MGC1127|RINCK",""
"HIGD2A","HGNC:28311","HIGD2A","MGC2198|RCF1B",""
"FAM193B","HGNC:25524","FAM193B","KIAA1931|FLJ10404|IRIZIO",""
"PLA2G7","HGNC:9040","PLA2G7","PAFAH|LDL-PLA2",""
"TNFRSF21","HGNC:13469","TNFRSF21","DR6|CD358",""
"RNF44","HGNC:19180","RNF44","KIAA1100",""
"MUT","HGNC:7526","MMUT","MCM","MUT"
"RASGEF1C","HGNC:27400","RASGEF1C","FLJ35841",""
"DOK3","HGNC:24583","DOK3","FLJ22570",""
"ABT1","HGNC:17369","ABT1","Esf2",""
"PPP1R18","HGNC:29413","PPP1R18","phostensin","KIAA1949"
"DAAM2","HGNC:18143","DAAM2","KIAA0381|NPHS24",""
"PRIM2","HGNC:9370","PRIM2","","PRIM2A"
"MLIP","HGNC:21355","MLIP","MGC18257|CIP","C6orf142"
"HMGCLL1","HGNC:21359","HMGCLL1","DKFZP434G1411|bA418P12.1",""
"LGSN","HGNC:21016","LGSN","LGS","GLULD1"
"FGD2","HGNC:3664","FGD2","ZFYVE4",""
"SCUBE3","HGNC:13655","SCUBE3","FLJ34743","CEGF3"
"ANO7","HGNC:31677","ANO7","NGEP|PCANAP5L|IPCA-5","PCANAP5|TMEM16G"
"CRIP3","HGNC:17751","CRIP3","TLP-A|bA480N24.2|TLP",""
"TTBK1","HGNC:19140","TTBK1","KIAA1855",""
"TCTE1","HGNC:11693","TCTE1","D6S46|MGC33600|FAP155|DRC5",""
"RPL7L1","HGNC:21370","RPL7L1","dJ475N16.4",""
"NFKBIE","HGNC:7799","NFKBIE","IKBE",""
"CYP39A1","HGNC:17449","CYP39A1","",""
"TPBG","HGNC:12004","TPBG","5T4-AG|5T4",""
"IRAK1BP1","HGNC:17368","IRAK1BP1","AIP70|SIMPL",""
"PHIP","HGNC:15673","PHIP","ndrp|FLJ20705|DCAF14|BRWD2","WDR11"
"PRSS35","HGNC:21387","PRSS35","MGC46520|dJ223E3.1","C6orf158"
"MMS22L","HGNC:21475","MMS22L","dJ39B17.2","C6orf167"
"FAXC","HGNC:20742","FAXC","MGC2817|dJ273F20","C6orf168"
"GABRR1","HGNC:4090","GABRR1","",""
"PNRC1","HGNC:17278","PNRC1","B4-2|PRR2","PROL2"
"PM20D2","HGNC:21408","PM20D2","bA63L7.3","ACY1L2"
"RARS2","HGNC:21406","RARS2","MGC14993|MGC23778|PRO1992|dJ382I10.6|DALRD2","RARSL"
