"CCLE_19Q4_gene_symbol","HGNC_ID","HGNC_approved_symbol","HGNC_alias_symbols","HGNC_previous_symbols"
"MBTPS1","HGNC:15456","MBTPS1","S1P|KIAA0091|SKI-1|PCSK8",""
"CDH13","HGNC:1753","CDH13","CDHH",""
"ZCCHC14","HGNC:24134","ZCCHC14","BDG29|MGC14139",""
"MEAK7","HGNC:29325","MEAK7","mEAK-7","KIAA1609|TLDC1"
"ADAD2","HGNC:30714","ADAD2","TENRL|FLJ00337",""
"OSGIN1","HGNC:30093","OSGIN1","BDGI|OKL38",""
"IRF8","HGNC:5358","IRF8","IRF-8|ICSBP","ICSBP1"
"RHOT2","HGNC:21169","RHOT2","MIRO-2|MIRO2","C16orf39|ARHT2"
"RPL3L","HGNC:10351","RPL3L","",""
"ZSCAN32","HGNC:20812","ZSCAN32","FLJ20417","ZNF434"
"RPS2","HGNC:10404","RPS2","LLREP3|S2|uS5",""
"NDUFB10","HGNC:7696","NDUFB10","PDSW",""
"PDPK1","HGNC:8816","PDPK1","PDK1",""
"TIGD7","HGNC:18331","TIGD7","Sancho",""
"DEF8","HGNC:25969","DEF8","FLJ20186",""
"TCF25","HGNC:29181","TCF25","Nulp1|KIAA1049",""
"GALNS","HGNC:4122","GALNS","GAS|GALNAC6S|GalN6S",""
"GAS8","HGNC:4166","GAS8","DRC4","GAS11"
"MED9","HGNC:25487","MED9","FLJ10193|MED25",""
"NCOR1","HGNC:7672","NCOR1","N-CoR|hCIT529I10|TRAC1|hN-CoR|KIAA1047|MGC104216|PPP1R109",""
"COPS3","HGNC:2239","COPS3","SGN3|CSN3",""
"GID4","HGNC:28453","GID4","VID24","C17orf39"
"ZNF287","HGNC:13502","ZNF287","ZKSCAN13|ZSCAN45",""
"MYOCD","HGNC:16067","MYOCD","MYCD",""
"KSR1","HGNC:6465","KSR1","RSU2","KSR"
"UTP4","HGNC:1983","UTP4","NAIC|FLJ14728|KIAA1988|TEX292|CIRHIN","CIRH1A"
"RANBP10","HGNC:29285","RANBP10","KIAA1464",""
"CTRL","HGNC:2524","CTRL","",""
"DPEP3","HGNC:23029","DPEP3","",""
"GFOD2","HGNC:28159","GFOD2","FLJ23802|MGC11335",""
"NOB1","HGNC:29540","NOB1","NOB1P|ART-4|MST158","PSMD8BP1"
"PRPSAP2","HGNC:9467","PRPSAP2","PAP41",""
"UNC45B","HGNC:14304","UNC45B","UNC45","CMYA4"
"PCTP","HGNC:8752","PCTP","STARD2",""
"OR4D1","HGNC:8293","OR4D1","TPCR16","OR4D3"
"TOM1L1","HGNC:11983","TOM1L1","SRCASM",""
"KIF2B","HGNC:29443","KIF2B","",""
"C17orf80","HGNC:29601","C17orf80","HLC-8|MIG3|FLJ20721|SPEP1",""
"TOB1","HGNC:11979","TOB1","TOB|TROB|APRO5","TROB1"
"VPS53","HGNC:25608","VPS53","FLJ10979|HCCS1",""
"SPATA22","HGNC:30705","SPATA22","NYD-SP20",""
"SGSM2","HGNC:29026","SGSM2","KIAA0397","RUTBC1"
"NPEPPS","HGNC:7900","NPEPPS","PSA|MP100",""
"SKAP1","HGNC:15605","SKAP1","SKAP55","SCAP1"
"LRRC46","HGNC:25047","LRRC46","MGC16309",""
"SCRN2","HGNC:30381","SCRN2","",""
"SSH2","HGNC:30580","SSH2","KIAA1725",""
"RHBDL3","HGNC:16502","RHBDL3","VRHO","RHBDL4"
"SPACA3","HGNC:16260","SPACA3","ALLP17|SLLP1|LYC3|LYZL3|CT54",""
"ARSG","HGNC:24102","ARSG","KIAA1001",""
"ABCA8","HGNC:38","ABCA8","KIAA0822",""
"G6PC3","HGNC:24861","G6PC3","UGRP",""
"CLTC","HGNC:2092","CLTC","Hc","CLTCL2"
"C17orf64","HGNC:26990","CHCT1","","C17orf64"
"BCAS3","HGNC:14347","BCAS3","FLJ20128|PHAF2",""
"PTRH2","HGNC:24265","PTRH2","BIT1|CGI-147|PTH2|CFAP37",""
"SS18","HGNC:11340","SS18","SYT|SMARCL1","SSXT"
"TAF4B","HGNC:11538","TAF4B","TAFII105","TAF2C2"
"AFG3L2","HGNC:315","AFG3L2","SPAX5","SCA28"
"PRELID3A","HGNC:24639","PRELID3A","HFL-EDDG1|FLJ31484","C18orf43|SLMO1"
"IMPA2","HGNC:6051","IMPA2","",""
"GNAL","HGNC:4388","GNAL","",""
"SLC39A6","HGNC:18607","SLC39A6","LIV-1|ZIP6",""
"RPRD1A","HGNC:25560","RPRD1A","P15RS|FLJ10656|HsT3101",""
"C18orf21","HGNC:28802","C18orf21","PNAS-131|PNAS-124|HsT3108",""
"GALNT1","HGNC:4123","GALNT1","GalNAc-T1",""
"ASXL3","HGNC:29357","ASXL3","","KIAA1713"
"ADCYAP1","HGNC:241","ADCYAP1","PACAP",""
"MEP1B","HGNC:7020","MEP1B","",""
"SLC25A52","HGNC:23324","SLC25A52","","MCART2"
"GAREM1","HGNC:26136","GAREM1","FLJ21610","C18orf11|FAM59A|GAREM"
"ESCO1","HGNC:24645","ESCO1","ESO1|EFO1|KIAA1911",""
"OSBPL1A","HGNC:16398","OSBPL1A","ORP-1|ORP1","OSBPL1B"
"GATA6","HGNC:4174","GATA6","",""
"GREB1L","HGNC:31042","GREB1L","FLJ13687|C18orf6","KIAA1772"
"RMC1","HGNC:24326","RMC1","MIC1|HsT2591","C18orf8|WDR98"
"PELP1","HGNC:30134","PELP1","MNAR",""
"NPC1","HGNC:7897","NPC1","SLC65A1",""
"SLC14A1","HGNC:10918","SLC14A1","HsT1341|RACH1|RACH2","JK"
"ARRB2","HGNC:712","ARRB2","BARR2|DKFZp686L0365","ARR2"
"SLC13A5","HGNC:23089","SLC13A5","NACT|INDY|mINDY",""
"ZMYND15","HGNC:20997","ZMYND15","DKFZp434N127",""
"WRAP53","HGNC:25522","WRAP53","FLJ10385|TCAB1","WDR79"
"MINK1","HGNC:17565","MINK1","B55|MINK|ZC3|MAP4K6|YSK2",""
"SAT2","HGNC:23160","SAT2","SSAT2",""
"ASGR1","HGNC:742","ASGR1","CLEC4H1",""
"PIK3R5","HGNC:30035","PIK3R5","P101-PI3K|p101",""
"TP53","HGNC:11998","TP53","p53|LFS1",""
"CCDC40","HGNC:26090","CCDC40","FLJ20753|KIAA1640|FLJ32021|CILD15|FAP172|CFAP172",""
"ARHGDIA","HGNC:678","ARHGDIA","RHOGDI","GDIA1"
"TMC6","HGNC:18021","TMC6","LAK-4P|EVIN1","EVER1|TNRC6C-AS1"
"SLC16A3","HGNC:10924","SLC16A3","MCT3|MCT4",""
"CARD14","HGNC:16446","CARD14","CARMA2|BIMP2","PSORS2"
"TTYH2","HGNC:13877","TTYH2","C17orf29",""
"RAB40B","HGNC:18284","RAB40B","SEC4L|RAR",""
"EIF4A3","HGNC:18683","EIF4A3","KIAA0111|EIF4AIII|Fal1","DDX48"
"CSNK1D","HGNC:2452","CSNK1D","HCKID|CKID|CKIdelta",""
"ANAPC11","HGNC:14452","ANAPC11","HSPC214|APC11|Apc11p|MGC882",""
"TBCD","HGNC:11581","TBCD","",""
"FN3KRP","HGNC:25700","FN3KRP","FLJ12171|FN3KL",""
"NARF","HGNC:29916","NARF","FLJ10067|DKFZp434G0420|IOP2",""
"RPTOR","HGNC:30287","RPTOR","KOG1|Mip1|KIAA1303|raptor",""
"FOXK2","HGNC:6036","FOXK2","","ILF|ILF1"
"TRIM65","HGNC:27316","TRIM65","",""
"CBX8","HGNC:15962","CBX8","RC1|HPC3|PC3",""
"SECTM1","HGNC:10707","SECTM1","K12",""
"RNF157","HGNC:29402","RNF157","KIAA1917",""
"CEP131","HGNC:29511","CEP131","AZ1|KIAA1118","AZI1"
"ZNF750","HGNC:25843","ZNF750","FLJ13841|Zfp750",""
"WDR45B","HGNC:25072","WDR45B","WIPI3","WDR45L"
"CBX4","HGNC:1554","CBX4","hPC2|PC2|NBP16",""
"RNF165","HGNC:31696","ARK2C","ARKL2|RNF111L2|Ark2C|lncAMPC","RNF165"
"DYM","HGNC:21317","DYM","FLJ20071|DMC|SMC",""
"MAPK4","HGNC:6878","MAPK4","Erk3-related|Erk4","PRKM4"
"ELAC1","HGNC:14197","ELAC1","D29",""
"MBD1","HGNC:6916","MBD1","PCM1|CXXC3",""
"SMAD4","HGNC:6770","SMAD4","DPC4","MADH4"
"TNFRSF11A","HGNC:11908","TNFRSF11A","RANK|CD265|FEO|ODFR|TRANCE-R","PDB2|LOH18CR1"
"ZCCHC2","HGNC:22916","ZCCHC2","FLJ20281|KIAA1744|FLJ20222","C18orf49"
"FBXO15","HGNC:13617","FBXO15","MGC39671|FBX15",""
"CBLN2","HGNC:1544","CBLN2","",""
"PMAIP1","HGNC:9108","PMAIP1","APR|NOXA",""
"P3H4","HGNC:16946","P3H4","SC65|NO55","LEPREL4"
"NT5C3B","HGNC:28300","NT5C3B","MGC20781|cN-IIIB","NT5C3L"
"RETREG3","HGNC:27258","RETREG3","DKFZp686B1036|FLJ33806","FAM134C"
"ERBB2","HGNC:3430","ERBB2","NEU|HER-2|CD340|HER2|c-ERB2|c-ERB-2|MLN-19|p185(erbB2)","NGL"
"GRB7","HGNC:4567","GRB7","",""
"MIEN1","HGNC:28230","MIEN1","MGC14832|ORB3|XTP4|C35|Rdx12","C17orf37"
"PNMT","HGNC:9160","PNMT","","PENT"
"ARL5C","HGNC:31111","ARL5C","","ARL12"
"STAC2","HGNC:23990","STAC2","24b2",""
"IGFBP4","HGNC:5473","IGFBP4","IBP4|BP-4|HT29-IGFBP|IGFBP-4",""
"FKBP10","HGNC:18169","FKBP10","hFKBP65|FKBP65|FLJ22041|FKBP6|FLJ20683|FLJ23833",""
"TXNL4A","HGNC:30551","TXNL4A","U5-15kD|DIM1|HsT161|DIB1|SNRNP15","TXNL4"
"CACNA1A","HGNC:1388","CACNA1A","Cav2.1|EA2|APCA|HPCA|FHM","CACNL1A4|SCA6|MHP1|MHP"
"MISP3","HGNC:26963","MISP3","",""
"SAMD1","HGNC:17958","SAMD1","",""
"BRD4","HGNC:13575","BRD4","HUNKI|MCAP|CAP|HUNK1|FSHRG4",""
"SLC39A3","HGNC:17128","SLC39A3","ZIP3",""
"NFIC","HGNC:7786","NFIC","CTF|NF-I|CTF5","NFI"
"TPGS1","HGNC:25058","TPGS1","GTRGEO22|PGs1","C19orf20"
"PLPP2","HGNC:9230","PLPP2","PAP-2c|LPP2","PPAP2C"
"ZIM3","HGNC:16366","ZIM3","ZNF657",""
"PRDM15","HGNC:13999","PRDM15","","ZNF298|C21orf83"
"PFKL","HGNC:8876","PFKL","",""
"FEM1A","HGNC:16934","FEM1A","",""
"VAV1","HGNC:12657","VAV1","","VAV"
"MVB12A","HGNC:25153","MVB12A","FLJ32495","FAM125A"
"CIB3","HGNC:24580","CIB3","KIP3",""
"SH3GL1","HGNC:10830","SH3GL1","SH3P8|SH3D2B|CNSA1|EEN|MGC111371",""
"DUS3L","HGNC:26920","DUS3L","DUS3|FLJ13896",""
"DPP9","HGNC:18648","DPP9","",""
"DMRTC2","HGNC:13911","DMRTC2","",""
"CCDC97","HGNC:28289","CCDC97","FLJ40267|MGC20255",""
"TMEM91","HGNC:32393","TMEM91","FLJ27310|IFITMD6|DSPC3",""
"ZFP14","HGNC:29312","ZFP14","KIAA1559|ZNF531",""
"SIRT3","HGNC:14931","SIRT3","SIR2L3",""
"IFITM3","HGNC:5414","IFITM3","1-8U|DSPA2b",""
"PGGHG","HGNC:26210","PGGHG","FLJ22635","ATHL1"
"HUNK","HGNC:13326","HUNK","",""
"COL6A1","HGNC:2211","COL6A1","",""
"OR1E3","HGNC:8191","OR1E3","OR17-210","OR1E3P"
"IFNAR1","HGNC:5432","IFNAR1","IFRC","IFNAR"
"SOD1","HGNC:11179","SOD1","IPOA","ALS|ALS1"
"COL6A2","HGNC:2212","COL6A2","",""
"SIK1","HGNC:11142","SIK1","msk","SNF1LK"
"DNMT3L","HGNC:2980","DNMT3L","MGC1090",""
"TRPM2","HGNC:12339","TRPM2","KNP3|LTRPC2|NUDT9L1|NUDT9H|EREG1","TRPC7"
"SCYL1","HGNC:14372","SCYL1","HT019|P105|GKLP|NKTL|TAPK|TRAP|TEIF|MGC78454","NTKL"
"TMEM50B","HGNC:1280","TMEM50B","","C21orf4"
"APP","HGNC:620","APP","alpha-sAPP","AD1"
"DOP1B","HGNC:1291","DOP1B","KIAA0933","C21orf5|DOPEY2"
"URB1","HGNC:17344","URB1","KIAA0539|NPA1","C21orf108"
"AKT1","HGNC:391","AKT1","RAC|PKB|PRKBA|AKT|RAC-alpha",""
"IL19","HGNC:5990","IL19","IL-19|MDA1|ZMDA1|IL-10C|NG.1",""
"EMP3","HGNC:3335","EMP3","YMP",""
"SAE1","HGNC:30660","SAE1","AOS1|FLJ3091|Sua1",""
"NTN5","HGNC:25208","NTN5","",""
"LMTK3","HGNC:19295","LMTK3","KIAA1883|LMR3|TYKLM3|PPP1R101",""
"GEMIN7","HGNC:20045","GEMIN7","FLJ13956",""
"CBLC","HGNC:15961","CBLC","CBL-3|CBL-SL|RNF57",""
"WTIP","HGNC:20964","WTIP","",""
"ADAMTS10","HGNC:13201","ADAMTS10","ADAM-TS10",""
"SLC6A3","HGNC:11049","SLC6A3","DAT","DAT1"
"RNPEPL1","HGNC:10079","RNPEPL1","",""
"CAPN10","HGNC:1477","CAPN10","",""
"MYO1F","HGNC:7600","MYO1F","",""
"NLRP12","HGNC:22938","NLRP12","RNO2|PYPAF7|Monarch1|PAN6|CLR19.3","NALP12"
"CACNG8","HGNC:13628","CACNG8","",""
"ZNF787","HGNC:26998","ZNF787","",""
"TIMM29","HGNC:25152","TIMM29","TIM29","C19orf52"
"FBN3","HGNC:18794","FBN3","KIAA1776",""
"CARM1","HGNC:23393","CARM1","PRMT4",""
"EVI5L","HGNC:30464","EVI5L","",""
"TM4SF5","HGNC:11857","TM4SF5","",""
"SLC47A1","HGNC:25588","SLC47A1","FLJ10847|MATE1",""
"PSMB6","HGNC:9543","PSMB6","Y|DELTA",""
"GPR32","HGNC:4487","GPR32","RVDR1|DRV1",""
"SIGLEC10","HGNC:15620","SIGLEC10","SIGLEC-10|SLG2|PRO940|MGC126774",""
"ACP4","HGNC:14376","ACP4","","ACPT"
"KLK3","HGNC:6364","KLK3","PSA","APS"
"ZNF473","HGNC:23239","ZNF473","KIAA1141|DKFZP434N043|HZFP100",""
"FAM71E1","HGNC:25107","GARIN5A","GARIL5","FAM71E1"
"RPS11","HGNC:10384","RPS11","S11|uS17",""
"PTH2","HGNC:30828","PTH2","TIP39",""
"RPL13A","HGNC:10304","RPL13A","L13A|uL13","TSTA1"
"CTU1","HGNC:29590","CTU1","MGC17332|NCS6","ATPBD3"
"NOSIP","HGNC:17946","NOSIP","CGI-25",""
"IGLON5","HGNC:34550","IGLON5","LOC402665",""
"RCN3","HGNC:21145","RCN3","RLP49",""
"ZNF614","HGNC:24722","ZNF614","FLJ21941",""
"SLC2A5","HGNC:11010","SLC2A5","","GLUT5"
"RERE","HGNC:9965","RERE","KIAA0458|ARP|ARG|DNB1|ATN2","ATN1L"
"MMEL1","HGNC:14668","MMEL1","SEP|NL1|NL2|NEPII","MMEL2"
"CFAP74","HGNC:29368","CFAP74","FLJ45476","C1orf222|KIAA1751"
"PRDM16","HGNC:14000","PRDM16","MEL1|PFM13|KIAA1675|MGC166915|KMT8F",""
"CELA2A","HGNC:24609","CELA2A","ELA2A",""
"PADI3","HGNC:18337","PADI3","PDI3",""
"FHAD1","HGNC:29408","FHAD1","KIAA1937",""
"PADI1","HGNC:18367","PADI1","HPAD10|PDI1|PDI|PAD1",""
"EPHA2","HGNC:3386","EPHA2","","ECK"
"ARHGEF19","HGNC:26604","ARHGEF19","FLJ33962|WGEF",""
"EFHD2","HGNC:28670","EFHD2","MGC4342",""
"PEX14","HGNC:8856","PEX14","",""
"PGD","HGNC:8891","PGD","",""
"MYOM3","HGNC:26679","MYOM3","FLJ35961",""
"SH3BGRL3","HGNC:15568","SH3BGRL3","",""
"CNKSR1","HGNC:19700","CNKSR1","CNK1|KSR|CNK",""
"RPL11","HGNC:10301","RPL11","L11|uL5",""
"IL22RA1","HGNC:13700","IL22RA1","CRF2-9","IL22R"
"ZNF593","HGNC:30943","ZNF593","ZT86",""
"C1orf216","HGNC:26800","C1orf216","FLJ38984",""
"KIAA0319L","HGNC:30071","KIAA0319L","KIAA1837|AAVR",""
"EVA1B","HGNC:25558","EVA1B","FLJ10647","C1orf78|FAM176B"
"C1orf94","HGNC:28250","C1orf94","MGC15882",""
"DMRTA2","HGNC:13908","DMRTA2","",""
"PLK4","HGNC:11397","PLK4","Sak","STK18"
"MAP3K6","HGNC:6858","MAP3K6","MAPKKK6|ASK2|MEKK6",""
"FCN3","HGNC:3625","FCN3","FCNH|HAKA1",""
"GPN2","HGNC:25513","GPN2","FLJ10349","ATPBD1B"
"SYTL1","HGNC:15584","SYTL1","SLP1|JFC1|FLJ14996|exophilin-7",""
"WDTC1","HGNC:29175","WDTC1","KIAA1037|ADP|DCAF9",""
"CELA3A","HGNC:15944","CELA3A","ELA3","ELA3A"
"NBPF3","HGNC:25076","NBPF3","AE2",""
"HSPG2","HGNC:5273","HSPG2","perlecan|PRCAN","SJS1"
"ITGB3BP","HGNC:6157","ITGB3BP","NRIF3|HSU37139|TAP20|CENPR",""
"SERBP1","HGNC:17860","SERBP1","PAI-RBP1|DKFZP564M2423|CGI-55|HABP4L|PAIRBP1|CHD3IP",""
"BCL10","HGNC:989","BCL10","CARMEN|CIPER|mE10|c-E10|CLAP",""
"CYR61","HGNC:2654","CCN1","GIG1","IGFBP10|CYR61"
"PRKACB","HGNC:9381","PRKACB","PKACb",""
"PIGK","HGNC:8965","PIGK","hGPI8|GPI8|PIG-K",""
"TINAGL1","HGNC:19168","TINAGL1","P3ECSL|LIECG3|ARG1|TINAGRP","LCN7"
"AZIN2","HGNC:29957","AZIN2","ODC-p|ODC1L|KIAA1945|ODCp","ADC"
"RPS8","HGNC:10441","RPS8","S8|eS8",""
"KIF2C","HGNC:6393","KIF2C","MCAK|CT139","KNSL6"
"PTPRF","HGNC:9670","PTPRF","","LAR"
"BEST4","HGNC:17106","BEST4","","VMD2L2"
"MOB3C","HGNC:29800","MOB3C","MOB1E","MOBKL2C"
"CYP4B1","HGNC:2644","CYP4B1","",""
"TMEM61","HGNC:27296","TMEM61","",""
"DMRTB1","HGNC:13913","DMRTB1","",""
"LMO4","HGNC:6644","LMO4","",""
"SYPL2","HGNC:27638","SYPL2","Mg29",""
"BARHL2","HGNC:954","BARHL2","",""
"MTF2","HGNC:29535","MTF2","M96|PCL2|TDRD19A",""
"SLC44A3","HGNC:28689","SLC44A3","MGC45474|CTL3",""
"IGSF3","HGNC:5950","IGSF3","V8|EWI-3|MGC117164",""
"ZNF697","HGNC:32034","ZNF697","MGC45731",""
"CTTNBP2NL","HGNC:25330","CTTNBP2NL","DKFZp547A023",""
"STRIP1","HGNC:25916","STRIP1","FLJ14743|KIAA1761|FAR11A","FAM40A"
"KCNA10","HGNC:6219","KCNA10","Kv1.8",""
"PSMA5","HGNC:9534","PSMA5","ZETA",""
"FNDC7","HGNC:26668","FNDC7","FLJ35838",""
"C1orf162","HGNC:28344","C1orf162","MGC24133",""
"CD53","HGNC:1686","CD53","TSPAN25","MOX44"
"PROK1","HGNC:18454","PROK1","PK1|PRK1|EGVEGF",""
"CELSR2","HGNC:3231","CELSR2","KIAA0279|MEGF3|Flamingo1|CDHF10|ADGRC2","EGFL2"
"ITGA10","HGNC:6135","ITGA10","",""
"GPR161","HGNC:23694","GPR161","RE2",""
"ALDH9A1","HGNC:412","ALDH9A1","E3","ALDH7|ALDH4|ALDH9"
"ATP1B1","HGNC:804","ATP1B1","","ATP1B"
"TIPRL","HGNC:30231","TIPRL","MGC3794|dJ69E11.3|TIP41|TIPRL1",""
"NME7","HGNC:20461","NME7","FLJ37194|NM23-H7|CFAP67",""
"POGK","HGNC:18800","POGK","KIAA15131|LST003|BASS2|KRBOX2",""
"MPC2","HGNC:24515","MPC2","DKFZP564B167|SLC54A2","BRP44"
"CREG1","HGNC:2351","CREG1","","CREG"
"DCAF6","HGNC:30002","DCAF6","PC326","IQWD1"
"GPA33","HGNC:4445","GPA33","A33",""
"RXRG","HGNC:10479","RXRG","NR2B3|RXRgamma|RXR-gamma",""
"TBX19","HGNC:11596","TBX19","dj747L4.1|TPIT",""
"UCK2","HGNC:12562","UCK2","","UMPK"
"TMCO1","HGNC:18188","TMCO1","HP10122","TMCC4"
"XCL1","HGNC:10645","XCL1","LPTN|ATAC|SCM-1a|SCM-1","LTN|SCYC1"
"XCL2","HGNC:10646","XCL2","SCM-1b","SCYC2"
"POU2F1","HGNC:9212","POU2F1","1-Oct","OTF1"
"MAEL","HGNC:25929","MAEL","FLJ14904|CT128|SPATA35",""
"ILDR2","HGNC:18131","ILDR2","","C1orf32"
"DPT","HGNC:3011","DPT","",""
"MGST3","HGNC:7064","MGST3","GST-III",""
"ADCY10","HGNC:21285","ADCY10","SAC|Sacy|SACI|HCA2|RP1-313L4.2",""
"COP1","HGNC:17440","COP1","FLJ10416|RNF200|FAP78|CFAP78","RFWD2"
"NECTIN4","HGNC:19688","NECTIN4","nectin-4|PRR4|LNIR","PVRL4"
"UFC1","HGNC:26941","UFC1","HSPC155",""
"PPOX","HGNC:9280","PPOX","PPO","VP"
"FCGR2A","HGNC:3616","FCGR2A","CD32|CD32A|IGFR2|CDw32|Fc-gamma-RIIa|FcgammaRIIa","FCG2|FCGR2A1|FCGR2"
"NUF2","HGNC:14621","NUF2","NUF2R|CT106","CDCA1"
"RGS5","HGNC:10001","RGS5","",""
"SDHC","HGNC:10682","SDHC","CYB560|cybL","PGL3"
"PFDN2","HGNC:8867","PFDN2","",""
"NR1I3","HGNC:7969","NR1I3","MB67|CAR1|CAR",""
"USP21","HGNC:12620","USP21","USP16","USP23"
"F13B","HGNC:3534","F13B","FXIIIB",""
"PRCC","HGNC:9343","PRCC","RCCP1",""
"FCRL5","HGNC:18508","FCRL5","FCRH5|IRTA2|BXMAS1|CD307e",""
"RRNAD1","HGNC:24273","METTL25B","CGI-41","C1orf66|RRNAD1"
"MRPL24","HGNC:14037","MRPL24","MRP-L18",""
"PIGM","HGNC:18858","PIGM","GPI-MT-I|PIG-M",""
"CASQ1","HGNC:1512","CASQ1","PDIB1|CSQ1","CASQ"
"ISG20L2","HGNC:25745","ISG20L2","FLJ12671",""
"CRABP2","HGNC:2339","CRABP2","CRABP-II",""
"HDGF","HGNC:4856","HDGF","HMG1L2",""
"ABL2","HGNC:77","ABL2","ARG","ABLL"
"XPR1","HGNC:12827","XPR1","SYG1|X3|SLC53A1",""
"RGS16","HGNC:9997","RGS16","A28-RGS14|RGS-r",""
"TOR1AIP1","HGNC:29456","TOR1AIP1","LAP1B|FLJ13142|LAP1|LAP1C",""
"FAM163A","HGNC:28274","FAM163A","MGC16664|NDSP","C1orf76"
"HMCN1","HGNC:19194","HMCN1","FBLN6|FIBL6|FIBL-6","ARMD1"
"RGL1","HGNC:30281","RGL1","RGL",""
"LYPLAL1","HGNC:20440","LYPLAL1","Q96AV0",""
"LHX9","HGNC:14222","LHX9","",""
"PRUNE1","HGNC:13420","PRUNE1","DRES-17|HTCD37|H-PRUNE","PRUNE"
"RORC","HGNC:10260","RORC","RZRG|RORG|NR1F3|TOR",""
"TUFT1","HGNC:12422","TUFT1","",""
"SF3B4","HGNC:10771","SF3B4","SAP49|SF3b49|Hsh49",""
"ECM1","HGNC:3153","ECM1","",""
"ZNF687","HGNC:29277","ZNF687","KIAA1441",""
"TARS2","HGNC:30740","TARS2","FLJ12528","TARSL1"
"CGN","HGNC:17429","CGN","KIAA1319",""
"SNX27","HGNC:20073","SNX27","MY014|KIAA0488|MGC20471",""
"SETDB1","HGNC:10761","SETDB1","KG1T|KIAA0067|ESET|KMT1E|TDRD21",""
"ADAMTSL4","HGNC:19706","ADAMTSL4","DKFZP434K1772","TSRC1"
"MCL1","HGNC:6943","MCL1","BCL2L3|Mcl-1",""
"CTSK","HGNC:2536","CTSK","PKND","CTSO2|CTSO|PYCD"
"RFX5","HGNC:9986","RFX5","",""
"PI4KB","HGNC:8984","PI4KB","PI4K-BETA|pi4K92","PIK4CB"
"PIP5K1A","HGNC:8994","PIP5K1A","",""
"ANP32E","HGNC:16673","ANP32E","LANPL|MGC5350|LANP-L",""
"MINDY1","HGNC:25648","MINDY1","FLJ11280|MINDY-1","FAM63A"
"ANXA9","HGNC:547","ANXA9","","ANX31"
"SELENBP1","HGNC:10719","SELENBP1","hSP56|hSBP|LPSB",""
"CERS2","HGNC:14076","CERS2","SP260|FLJ10243","LASS2"
"ENSA","HGNC:3360","ENSA","MGC4319|MGC8394|MGC78563|ARPP-19e",""
"SEMA6C","HGNC:10740","SEMA6C","KIAA1869|Sema-Y",""
"MRPL9","HGNC:14277","MRPL9","",""
"ARNT","HGNC:700","ARNT","HIF-1beta|bHLHe2",""
"POGZ","HGNC:18801","POGZ","KIAA0461|ZNF635|ZNF280E",""
"C1orf56","HGNC:26045","C1orf56","FLJ20519|MENT",""
"OAZ3","HGNC:8097","OAZ3","",""
"HORMAD1","HGNC:25245","HORMAD1","DKFZP434A1315|CT46",""
"GOLPH3L","HGNC:24882","GOLPH3L","GPP34R",""
"GABPB2","HGNC:28441","GABPB2","MGC29891",""
"SYT14","HGNC:23143","SYT14","sytXIV|FLJ34198",""
"KCNH1","HGNC:6250","KCNH1","Kv10.1|eag|h-eag|eag1|hEAG",""
"DTL","HGNC:30288","DTL","RAMP|L2DTL|DCAF2|CDT2",""
"DYRK3","HGNC:3094","DYRK3","RED|REDK|hYAK3-2",""
"EIF2D","HGNC:6583","EIF2D","LGTN",""
"INTS7","HGNC:24484","INTS7","DKFZP434B168|INT7","C1orf73"
"VASH2","HGNC:25723","VASH2","FLJ12505",""
"TAF1A","HGNC:11532","TAF1A","TAFI48|SL1",""
"SMYD2","HGNC:20982","SMYD2","HSKM-B|ZMYND14|KMT3C",""
"SUSD4","HGNC:25470","SUSD4","FLJ10052",""
"DUSP10","HGNC:3065","DUSP10","MKP-5|MKP5",""
"HHIPL2","HGNC:25842","HHIPL2","FLJ13840","KIAA1822L"
"TP53BP2","HGNC:12000","TP53BP2","PPP1R13A|ASPP2|53BP2",""
"ATP8B2","HGNC:13534","ATP8B2","ATPID|KIAA1137",""
"FLG2","HGNC:33276","FLG2","IFPS",""
"CRNN","HGNC:1230","CRNN","Sep-53","C1orf10"
"ADAM15","HGNC:193","ADAM15","MDC15",""
"JTB","HGNC:6201","JTB","hJT|PAR",""
"RAB13","HGNC:9762","RAB13","",""
"S100A8","HGNC:10498","S100A8","P8|MRP8|MRP-8|60B8AG|CGLA|S100-A8","CAGA|CFAG"
"TPM3","HGNC:12012","TPM3","TRK","NEM1"
"NUP210L","HGNC:29915","NUP210L","",""
"SNAPIN","HGNC:17145","SNAPIN","BLOC1S7|BORCS3","SNAPAP"
"SLC27A3","HGNC:10997","SLC27A3","FATP3|MGC4365|ACSVL3",""
"S100A7","HGNC:10497","S100A7","S100A7c","PSOR1"
"UBAP2L","HGNC:29877","UBAP2L","NICE-4|KIAA0144",""
"SLC39A1","HGNC:12876","SLC39A1","ZIP1","ZIRTL"
"HAX1","HGNC:16915","HAX1","HS1BP1|HCLSBP1|HAX-1",""
"CREB3L4","HGNC:18854","CREB3L4","AIbZIP|CREB4|CREB3|hJAL|ATCE1",""
"EFNA3","HGNC:3223","EFNA3","LERK3|Ehk1-L","EPLG3"
"AQP10","HGNC:16029","AQP10","",""
"KCNN3","HGNC:6292","KCNN3","KCa2.3|hSK3|SKCA3",""
"C1orf43","HGNC:29876","C1orf43","NICE-3|DKFZp586G1722",""
"GATAD2B","HGNC:30778","GATAD2B","P66beta",""
