Gene,Log2FC,sd.Log2FC
N4BP2L2,-0.954935814,NA
NAA16,-0.464783916,NA
NABP1,1.042934093,NA
NACC2,-1.420087966,NA
NADK,0.961376778,NA
NADSYN1,-1.827680594,NA
NAGA,0.623228577,NA
NAMPT,-1.603232898,NA
NAP1L1,-0.914551724,NA
NAP1L2,-3.343479363,NA
NAP1L3,-1.907623698,NA
NAPG,0.709883409,NA
NARS,-0.567723561,NA
NASP,0.513902335,NA
NAV3,-2.355997752,NA
NBAS,-0.500798039,NA
NBEA,-1.611522331,NA
NCAPH2,1.189491228,NA
NCF2,1.761960849,NA
NCF4,1.844409679,NA
NCOA2,0.665414924,NA
NCOR1,-0.795234943,NA
NDC80,2.030275103,NA
NDRG1,1.267254284,NA
NDST1,1.15183487,NA
NDUFA13,0.815129505,NA
NDUFA6,0.471098447,NA
NDUFB11,-0.568661575,NA
NDUFB7,0.541305163,NA
NDUFB8,-0.679031218,NA
NDUFS2,-0.523797394,NA
NECAB2,-1.240143663,NA
NEDD4,-1.53016087,NA
NEDD4L,1.326685908,NA
NEDD8,-0.823113536,NA
NEDD9,-1.794605179,NA
NEFL,-4.566610167,NA
NEFM,-1.787914927,NA
NEIL3,-1.006922544,NA
NEK3,-1.471338925,NA
NELFCD,0.816344378,NA
NENF,-0.472575242,NA
NEO1,-0.823248495,NA
NEU3,-1.067150778,NA
NF2,1.275971836,NA
NFE2L3,2.065603362,NA
NFKBIA,0.657517452,NA
NFKBIB,-0.488776781,NA
NFYA,0.546865009,NA
NFYC,0.383069383,NA
NGDN,-1.106901621,NA
NGF,1.482820971,NA
NGLY1,-0.423949357,NA
NHLRC2,-0.987461734,NA
NID2,-4.078378196,NA
NINJ1,-0.521281259,NA
NINJ2,2.671445204,NA
NIPA2,-0.746642195,NA
NIPAL2,1.117858733,NA
NIPBL,1.184600067,NA
NIT1,-0.609926889,NA
NKTR,1.055043672,NA
NLE1,-0.771406246,NA
NLGN4Y,-2.01381777,NA
NME1,-0.656406495,NA
NME8,-0.678641572,NA
NMRK1,0.704923602,NA
NMT1,-0.426068971,NA
NMU,2.043268254,NA
NOC4L,-1.179506844,NA
NOD2,2.091271706,NA
NOLC1,-1.008237558,NA
NONO,-0.717054072,NA
NOP10,-0.597721786,NA
NOP16,-0.899827191,NA
NOS3,-1.235623581,NA
NOTCH2,1.107583319,NA
NOVA1,-2.494818067,NA
NPAS2,-2.509066918,NA
NPBWR2,1.165479927,NA
NPEPPS,0.793130523,NA
NPFF,-0.612781871,NA
NPL,1.295846488,NA
NPLOC4,-0.607151917,NA
NPM3,-0.913764697,NA
NPR2,-1.303067239,NA
NPR3,-1.729004304,NA
NPTX1,-2.233340751,NA
NQO1,-1.235925673,NA
NQO2,-2.354990672,NA
NR0B1,-4.404609955,NA
NR0B2,-1.332104456,NA
NR1H4,-1.525265591,NA
NR2F1,0.892625909,NA
NR4A1,-1.803175912,NA
NR4A2,-1.710283801,NA
NR4A3,-1.347280023,NA
NR5A2,-1.643414553,NA
NR6A1,1.454859537,NA
NRCAM,-3.089921328,NA
NRG1,-2.491332349,NA
NRG2,-1.490194251,NA
NRN1,-1.006617702,NA
NRSN2,-1.690426913,NA
NSL1,-0.610573796,NA
NSMAF,-1.502820946,NA
NSMCE4A,-1.600668412,NA
NSUN3,-0.618992393,NA
NT5C,-1.755565092,NA
NT5C2,-1.30622077,NA
NT5DC2,0.828425608,NA
NT5M,-1.687490262,NA
NTHL1,-0.840941706,NA
NTRK3,-1.790283577,NA
NTS,-3.947815354,NA
NTSR1,1.224785669,NA
NUAK1,-1.599525471,NA
NUBP2,-0.576367327,NA
NUBPL,-0.539420071,NA
NUCB1,0.47515732,NA
NUCB2,-0.622133245,NA
NUCKS1,-0.915734967,NA
NUDCD3,0.604789679,NA
NUDT11,-4.173826901,NA
NUDT13,-1.057022259,NA
NUDT18,-1.447976399,NA
NUDT6,-1.200195013,NA
NUMA1,0.536848273,NA
NUP133,-0.380212359,NA
NUP155,1.117368317,NA
NUP62CL,-1.345060757,NA
NUP85,-0.422006181,NA
NUP88,-0.707562068,NA
NVL,0.511099954,NA
NXPE3,-2.927208174,NA
NYNRIN,2.232442162,NA
OAS2,2.443738119,NA
OASL,1.475375897,NA
OAT,0.609406314,NA
OBSL1,1.113926995,NA
OCLN,1.671395761,NA
OGDH,1.481502725,NA
OGFOD3,0.56196532,NA
OGFRL1,1.07673091,NA
OGG1,-0.910334093,NA
OLFML2A,-1.691438715,NA
OLR1,1.178075377,NA
OPN3,-0.892813227,NA
OR10H3,-0.83325746,NA
ORAI2,0.696559323,NA
ORC2,-0.956855209,NA
ORC4,-0.426376992,NA
ORC5,-0.661653418,NA
OSBP,0.480337133,NA
OSBPL1A,0.94482977,NA
OSBPL2,1.263415779,NA
OSBPL3,1.545967162,NA
OSGEP,-0.924815981,NA
OSGIN1,-2.048589957,NA
OSGIN2,-0.875169968,NA
OSR2,1.263181991,NA
OSTM1,-0.82816038,NA
OTUB2,1.330943917,NA
OTUD3,0.619415776,NA
OTUD4,1.084077088,NA
OVOL1,1.885750066,NA
OVOL2,3.012372468,NA
OXA1L,-1.496652604,NA
OXCT1,1.869394487,NA
OXLD1,-1.118589745,NA
OXSM,-0.82637501,NA
P2RX6,-0.65811804,NA
P2RY2,2.994574926,NA
P3H1,-0.347293775,NA
P3H3,-3.277996043,NA
PABPN1,-0.565802744,NA
PACSIN2,0.739742852,NA
PADI3,1.617835568,NA
PADI4,1.646146509,NA
PAIP1,0.548502054,NA
PAK1,1.086809606,NA
PAK2,0.831642754,NA
PAK6,2.954365284,NA
PALM,-1.344982175,NA
PAM,2.559017336,NA
PAM16,-0.511465163,NA
PAMR1,-0.881235677,NA
PANK4,0.416833023,NA
PANX1,0.870841232,NA
PAPOLG,-0.975225055,NA
PAPPA,-3.205831543,NA
PAPPA2,-0.568714869,NA
PAQR5,-2.187192608,NA
PARP12,1.385579791,NA
PARP2,-0.65182189,NA
PARPBP,-0.842830983,NA
PASK,0.477378566,NA
PBK,-1.192776166,NA
PBX1,-2.07859209,NA
PBX2,0.821144069,NA
PCBD1,-0.82881165,NA
PCBP2,-1.466471878,NA
PCCA,-1.167689013,NA
PCDH1,2.695508977,NA
PCDH7,2.784144178,NA
PCDH9,-3.702265424,NA
PCK2,-1.170445548,NA
PCLO,1.247205119,NA
PCM1,-1.109275565,NA
PCNA,-0.686035982,NA
PCNX2,-0.648186616,NA
PCOLCE2,-1.386087439,NA
PCP4,-1.321481607,NA
PCYOX1L,-0.910075707,NA
PDC,-0.700266275,NA
PDCD11,-0.78807131,NA
PDCD5,-0.627849875,NA
PDCD6,0.897527367,NA
PDE10A,-2.341496383,NA
PDE1A,-2.564128779,NA
PDE1C,-1.392094791,NA
PDE3A,-2.660360851,NA
PDE3B,-1.402886035,NA
PDE4B,-4.028811028,NA
PDE4D,-2.927017318,NA
PDE7B,-1.003513353,NA
PDE8A,-0.778941731,NA
PDE8B,-1.343026737,NA
PDE9A,3.754477537,NA
PDGFA,0.862319843,NA
PDGFB,2.004127687,NA
PDGFC,2.314339139,NA
PDGFRL,-1.62486096,NA
PDHA1,-1.00471658,NA
PDK4,-3.041859483,NA
PDLIM4,1.922913542,NA
PDLIM5,-1.859289814,NA
PDLIM7,0.801413838,NA
PDP1,1.665037866,NA
PDPN,-1.39831531,NA
PDS5A,0.850799633,NA
PDZD8,-1.143625437,NA
PEA15,0.855577909,NA
PECAM1,1.940498138,NA
PECR,-1.146633355,NA
PEF1,0.615278503,NA
PELI1,0.894346442,NA
PELI2,-3.875004968,NA
PEMT,-0.88366793,NA
PER2,-0.82007405,NA
PER3,1.626014304,NA
PEX19,0.744962153,NA
PEX3,0.66164788,NA
PEX6,-1.571244676,NA
PF4,-1.488224154,NA
PFAS,-1.744202926,NA
PFKFB3,-1.315188354,NA
PFKL,0.530386087,NA
PFKM,-1.048763508,NA
PGAP1,-0.756261057,NA
PGD,-2.440285045,NA
PGK1,-0.324329133,NA
PGLS,0.834658803,NA
PGM1,1.199453847,NA
PGRMC1,-0.61621332,NA
PGRMC2,-0.819586548,NA
PHACTR2,1.127918292,NA
PHB,-0.54934303,NA
PHC2,0.527049045,NA
PHF1,1.339724567,NA
PHF11,0.982676823,NA
PHF20L1,0.787242273,NA
PHKA1,-0.820101513,NA
PHKA2,-0.605604691,NA
PHLDA3,-0.487124551,NA
PHYH,-0.70734967,NA
PI3,4.334453889,NA
PIAS3,0.466891691,NA
PIEZO1,1.125179665,NA
PIGB,-0.717857852,NA
PIGC,1.089348211,NA
PIGF,-0.881954698,NA
PIGG,0.521915504,NA
PIGH,-0.807007854,NA
PIGK,0.745135619,NA
PIGL,-1.23104145,NA
PIGT,0.784600621,NA
PIGV,0.562721382,NA
PIK3C2B,1.244526784,NA
PIK3C3,-0.555352199,NA
PIK3CA,1.390406669,NA
PIK3CG,-1.487801201,NA
PIK3R3,2.448899997,NA
PIK3R4,0.431940742,NA
PIM1,0.668202512,NA
PIM2,-0.915821526,NA
PIN4,-0.898816651,NA
PINK1,0.93614637,NA
PIP4K2C,0.711507228,NA
PIR,-1.761334007,NA
PITPNA,-0.453238136,NA
PKIA,-1.674385592,NA
PKN2,0.87667573,NA
PKP1,1.928552172,NA
PKP2,1.910412477,NA
PKP3,0.524276963,NA
PLA1A,-1.850069154,NA
PLA2G12A,1.267499842,NA
PLA2G4A,-4.812190132,NA
PLA2G4C,-1.2206442,NA
PLA2G7,1.995951089,NA
PLAC1,0.97341035,NA
PLAG1,1.782358646,NA
PLAGL1,0.990739338,NA
PLAGL2,0.582300783,NA
PLAU,1.091308778,NA
PLBD1,3.566741717,NA
PLCB1,-2.712951851,NA
PLCB4,-2.394452746,NA
PLCG1,0.490517542,NA
PLCH1,-2.105895146,NA
PLEK2,1.644535662,NA
PLEKHA2,1.323471111,NA
PLEKHF1,2.285441923,NA
PLEKHF2,1.380921916,NA
PLEKHG3,0.969423439,NA
PLEKHG6,1.332017388,NA
PLEKHM1,1.444290461,NA
PLEKHM2,0.403647093,NA
PLK4,0.544693461,NA
PLP2,-1.081625238,NA
PLPP3,0.797287876,NA
PLPPR2,1.362175059,NA
PLPPR4,-1.17953615,NA
PLXNA1,1.237481445,NA
PLXNA2,0.970080935,NA
PLXNA3,1.236446569,NA
PLXNB2,1.677614343,NA
PMCH,-1.652211558,NA
PML,1.85099425,NA
PMP22,-3.663100867,NA
PMS1,-1.023160836,NA
PNISR,-0.742476311,NA
PNKP,0.517217296,NA
PNMA1,-0.84922913,NA
PNMA2,-2.576851786,NA
PNP,-1.116376958,NA
PNPLA3,2.45694502,NA
PNPLA4,-0.812684658,NA
PNPO,-0.589256766,NA
PNRC1,-0.97530496,NA
PNRC2,0.536615214,NA
POFUT2,1.120896704,NA
POGLUT1,-0.69580586,NA
POGZ,-0.782827817,NA
POLA1,-0.821369419,NA
POLDIP3,-0.439518214,NA
POLG2,-0.491328892,NA
POLM,1.679300931,NA
POLR1D,-1.157934338,NA
POLR1E,-0.427203176,NA
POLR2C,-0.679819887,NA
POLR2D,-0.504545093,NA
POLR2F,1.010635544,NA
POLR2L,-1.124268774,NA
POLR3D,-0.88289627,NA
POLR3G,-0.706142343,NA
POLRMT,-0.957135347,NA
POMZP3,-2.205810158,NA
PON1,-1.046438288,NA
POP5,-0.681541608,NA
POU4F1,-1.490496815,NA
POU6F1,-1.179653229,NA
PPARD,1.339229194,NA
PPARGC1A,-2.021936932,NA
PPCS,1.031786215,NA
PPDPF,1.29293173,NA
PPEF1,-2.871844084,NA
PPFIA1,0.935540377,NA
PPFIBP1,1.694421454,NA
PPIB,-0.505457663,NA
PPIC,1.41230481,NA
PPL,4.996324066,NA
PPM1D,-0.645072101,NA
PPOX,-0.792176299,NA
PPP1CB,-1.111661569,NA
PPP1R11,0.642996064,NA
PPP1R13L,2.815181947,NA
PPP1R14B,0.819523907,NA
PPP1R3C,-1.875087419,NA
PPP1R3D,0.697271413,NA
PPP2R2D,-1.650860541,NA
PPP2R3A,1.872108761,NA
PPP2R5B,0.724419205,NA
PPP2R5C,0.967882844,NA
PPP3CA,0.790767628,NA
PPP3CB,-0.572301857,NA
PPP3CC,-1.493412486,NA
PPP3R1,-0.77370003,NA
PPP4C,0.688845016,NA
PPP4R1,1.070277814,NA
PPP6R2,0.626851447,NA
PPT1,0.824289209,NA
PQBP1,-0.873542233,NA
PQLC1,1.024200169,NA
PRAF2,-1.868677501,NA
PRAME,-2.508607466,NA
PRDM13,-2.865569135,NA
PRDM4,-0.503148932,NA
PRDX1,-0.557710347,NA
PRDX2,2.998454843,NA
PRDX3,-0.78688187,NA
PRDX4,-0.763914818,NA
PRICKLE3,-0.917281481,NA
PRKAA1,1.158823656,NA
PRKAA2,-0.646377526,NA
PRKACA,1.42719133,NA
PRKAR1A,-0.502021053,NA
PRKAR1B,0.684470525,NA
PRKCA,-1.037795138,NA
PRKCB,-1.225926091,NA
PRKCD,2.069945639,NA
PRKCH,1.709335036,NA
PRKCI,1.587145608,NA
PRKCSH,0.853025739,NA
PRKCZ,1.641668341,NA
PRKD1,-1.919861041,NA
PRKD2,1.443167178,NA
PRKX,-1.683423003,NA
PRMT3,-1.083355203,NA
PRMT5,-1.016497788,NA
PROCR,-3.348681982,NA
PROS1,-2.373934713,NA
PRPF8,-0.484050188,NA
PRPH,-1.037625671,NA
PRPSAP1,-0.353357992,NA
PRPSAP2,-0.594847059,NA
PRR16,2.206730657,NA
PRR3,-0.876402539,NA
PRR5L,-1.910606636,NA
PRRC2A,0.779859992,NA
PRRG2,2.023357151,NA
PRRG4,2.836495114,NA
PRRX2,-1.307069446,NA
PRSS21,2.494313915,NA
PRSS22,2.072678094,NA
PRSS8,5.66693911,NA
PRX,-0.78154595,NA
PSCA,2.745569478,NA
PSD3,-1.347509306,NA
PSD4,1.490202279,NA
PSEN2,-0.67602804,NA
PSG1,0.730006217,NA
PSIP1,-0.716268026,NA
PSMA1,-0.653016147,NA
PSMA2,0.582937406,NA
PSMA4,-0.472736973,NA
PSMB5,-0.815787355,NA
PSMB8,1.510385731,NA
PSMC2,0.445069511,NA
PSMC4,-0.516532692,NA
PSMD11,-1.277112664,NA
PSMD14,-0.39735281,NA
PSMD9,-0.984587588,NA
PSMF1,-0.903481265,NA
PSMG2,0.419410422,NA
PSORS1C1,1.320840011,NA
PSPC1,0.64012385,NA
PTAFR,0.943490363,NA
PTBP3,0.858419071,NA
PTCD3,-0.47941298,NA
PTDSS2,-0.80912445,NA
PTEN,-2.274586296,NA
PTGDS,-1.16817991,NA
PTGER4,2.409875289,NA
PTGES3,-0.465021089,NA
PTGIS,2.65068199,NA
PTGS2,-2.958142291,NA
PTHLH,-1.396015308,NA
PTK6,3.272069617,NA
PTK7,2.459160288,NA
PTP4A1,-2.238658726,NA
PTPN1,0.783688523,NA
PTPN2,0.988977997,NA
PTPN21,-1.374503145,NA
PTPN9,-0.625822658,NA
PTPRD,-2.428714231,NA
PTPRE,1.934607785,NA
PTPRF,0.975924805,NA
PTPRK,1.948943345,NA
PTPRM,-1.186070042,NA
PTPRN2,-1.112160713,NA
PTPRO,0.983944785,NA
PTRH2,-0.691615949,NA
PTTG1IP,1.748768888,NA
PTX3,3.855381881,NA
PUM3,-0.376776884,NA
PUS1,-0.761646659,NA
PUS7,-0.455690998,NA
PVR,0.540282638,NA
PWP1,-0.934854804,NA
PXDC1,0.925984145,NA
PXDN,3.469639749,NA
PXMP4,0.717699764,NA
QDPR,-0.702990081,NA
QPCT,-3.863408906,NA
QPCTL,1.368340857,NA
QPRT,4.840990015,NA
QRSL1,-0.60709556,NA
QSOX1,1.825503826,NA
R3HCC1,-1.21225683,NA
RAB11FIP1,1.73247126,NA
RAB11FIP2,-1.382847289,NA
RAB13,-0.476471277,NA
RAB15,1.57307061,NA
RAB17,4.046439684,NA
RAB1B,0.861079666,NA
RAB22A,1.067431475,NA
RAB25,7.655795459,NA
RAB27A,0.926184504,NA
RAB29,-1.187582818,NA
RAB31,1.221712924,NA
RAB32,-0.58304435,NA
RAB35,-0.351192188,NA
RAB36,-1.145668195,NA
RAB38,2.413119317,NA
RAB3B,-2.565181793,NA
RAB40B,-1.342221174,NA
RAB7A,0.338812097,NA
RAB8A,0.751155442,NA
RABEP2,1.149878088,NA
RABEPK,-0.652003962,NA
RABGAP1,0.677906529,NA
RABGAP1L,1.348293365,NA
RABGGTA,-0.644336736,NA
RABL3,-0.674599437,NA
RAC1,0.479092582,NA
RAC2,3.104792549,NA
RAD1,1.033603368,NA
RAD21,0.603787786,NA
RAD23A,0.629102277,NA
RAD23B,1.265665026,NA
RAD51AP1,1.060166506,NA
RAD51B,-1.551530452,NA
RAD51D,-0.790278373,NA
RALA,0.808211071,NA
RALB,0.625908047,NA
RALBP1,0.904263988,NA
RALGAPA1,-0.52684824,NA
RALGAPB,0.745705553,NA
RALGDS,1.215966174,NA
RALGPS2,1.446105266,NA
RALY,0.498829936,NA
RAMP1,1.298643096,NA
RAN,-0.784255696,NA
RANBP17,0.589763677,NA
RANBP9,0.771666847,NA
RANGRF,-1.804615436,NA
RAP1A,0.582294935,NA
RAP1GDS1,0.432019635,NA
RAP2B,0.510260232,NA
RAP2C,-0.397143314,NA
RAPGEF4,-1.645689463,NA
RAPGEF5,1.854106623,NA
RAPSN,-1.364087689,NA
RARA,0.859963212,NA
RARB,-2.456623111,NA
RARG,0.702623705,NA
RARRES3,2.162611654,NA
RASA1,1.045209615,NA
RASGRF1,1.088223568,NA
RASSF2,-2.338492321,NA
RB1,-0.633861378,NA
RBBP8,0.900970326,NA
RBCK1,-0.999860952,NA
RBFOX2,1.640421725,NA
RBM23,-0.770924372,NA
RBM3,-1.027085963,NA
RBM8A,-0.788386848,NA
RBPJ,0.76212493,NA
RBX1,0.915251471,NA
RCAN1,1.112584238,NA
RCAN2,0.971663075,NA
RCBTB1,-1.124562895,NA
RCL1,-0.56444353,NA
RECK,-1.916807784,NA
RECQL,-0.751473345,NA
RECQL4,1.359583462,NA
REEP1,-1.34650954,NA
REEP4,-0.84435842,NA
REG1A,-0.786597354,NA
RELA,0.533507734,NA
REPS1,1.75889905,NA
REPS2,2.309941749,NA
RERGL,0.851612909,NA
RFC1,0.616238971,NA
RFK,-2.08231929,NA
RFXANK,0.793910113,NA
RGL2,1.288917926,NA
RGS11,-0.830568075,NA
RGS19,0.799619619,NA
RGS2,-3.465524145,NA
RHBDF1,1.03229028,NA
RHBDF2,-0.616373299,NA
RHCG,-2.987237677,NA
RHOB,-2.056909205,NA
RHOBTB1,-1.610334805,NA
RHOD,2.435103991,NA
RHOF,0.654362574,NA
RHOG,-0.664919232,NA
RHOQ,-1.933964771,NA
RIC8B,-0.706264997,NA
RIOK3,0.982013557,NA
RIPK2,-1.099204431,NA
RIPK4,2.93108038,NA
RLF,0.732080411,NA
RLN1,1.281396365,NA
RMND1,-0.550118167,NA
RNASE4,-3.397174574,NA
RNASEH1,-0.647063623,NA
RND1,-2.054847975,NA
RNF11,0.889397927,NA
RNF114,0.87059135,NA
RNF19B,0.862623692,NA
RNF208,1.505792091,NA
RNF220,0.494452796,NA
RNF24,1.226746346,NA
RNF34,-0.558448377,NA
RNF39,1.60608245,NA
RNF40,0.575915362,NA
RNF41,-0.639037324,NA
RNFT2,-3.398822804,NA
RNH1,-0.588812373,NA
RNMT,0.870011395,NA
RNPEP,-0.505451976,NA
RNPS1,0.752335793,NA
ROR1,1.808841129,NA
RP2,-0.732397009,NA
RPAIN,-2.266551658,NA
RPGR,-2.534078542,NA
RPGRIP1L,-0.494179897,NA
RPH3AL,-1.464105188,NA
RPL10L,-1.400781477,NA
RPL15,-0.589377792,NA
RPL31,-0.819704009,NA
RPL35A,1.091731745,NA
RPL7,-0.35208035,NA
RPLP0,-0.547460217,NA
RPN2,0.543881615,NA
RPP30,-0.576753129,NA
RPRD1A,-0.577105312,NA
RPS16,-0.4298695,NA
RPS19,-0.339856382,NA
RPS27L,-1.740054943,NA
RPS4Y1,-7.121545197,NA
RPS6,-0.436305381,NA
RPS6KA1,0.622111553,NA
RPS6KA2,2.268283285,NA
RPS6KA3,-0.668005632,NA
RRAGD,-1.551147502,NA
RREB1,0.833200251,NA
RRP12,-0.838896237,NA
RRP15,-1.14143623,NA
RRP8,-1.24885441,NA
RRS1,-0.61094997,NA
RSAD1,-1.16328224,NA
RSBN1,0.704065197,NA
RSF1,0.545132909,NA
RSL24D1,-1.034640222,NA
RSU1,-0.474722028,NA
RTN1,-2.606892582,NA
RTN2,1.516303509,NA
RTP4,1.952791423,NA
RUBCN,0.889688991,NA
RUFY2,0.793616802,NA
RUFY3,1.735614521,NA
RUSC2,-1.225972029,NA
RUVBL1,-0.664175058,NA
RYBP,0.782389721,NA
RYK,0.737683712,NA
S100A10,0.539699752,NA
S100A12,1.094743286,NA
S100A14,4.215145907,NA
S100A2,1.930789765,NA
S100A3,-2.060820512,NA
S100A4,-4.201977749,NA
S100A8,4.939197295,NA
S100A9,7.286312162,NA
SACS,-2.677317717,NA
SALL1,-1.588641044,NA
SAMD4A,0.633953669,NA
SAMHD1,1.121368677,NA
SARAF,-0.616887263,NA
SARM1,-1.222146127,NA
SARS2,-0.681459467,NA
SASH1,1.243376248,NA
SBF1,1.383506111,NA
SBNO1,-0.438726997,NA
SBNO2,2.03614937,NA
SCARA3,-0.935432296,NA
SCARB1,-1.212123638,NA
SCCPDH,-1.189434281,NA
SCD,-1.802109504,NA
SCEL,3.783995446,NA
SCG2,-1.684715025,NA
SCLY,-0.799693139,NA
SCML1,-1.108516405,NA
SCML2,-0.98232404,NA
SCN1B,-0.724280402,NA
SCN9A,-4.781625511,NA
SCNN1A,5.327017511,NA
SCPEP1,0.765930151,NA
SCRN1,1.395378187,NA
SCYL3,0.437033089,NA
SDC1,0.812608333,NA
SDC2,2.97924152,NA
SDC4,3.195836881,NA
SDCBP,-0.550177604,NA
SDHA,0.489516958,NA
SDR39U1,-1.021273129,NA
SEC11A,-0.692770517,NA
SEC14L1,1.357658694,NA
SEC23A,-1.076841691,NA
SEC24D,0.988347592,NA
SEC31B,-0.859634427,NA
SEC61A1,0.466981303,NA
SEC61G,1.673931405,NA
SECISBP2,-0.491062329,NA
SECTM1,2.171684901,NA
SELENBP1,-3.661520727,NA
SELL,0.570659834,NA
SEMA4C,0.805034744,NA
SEMA4G,-1.035726115,NA
SEMA5A,3.166062225,NA
SENP2,0.722790334,NA
SENP5,0.83622411,NA
SEPHS1,-0.576673666,NA
7-Sep,0.625936613,NA
SERINC3,0.878692586,NA
SERINC5,1.338376505,NA
SERPINA1,1.718243351,NA
SERPINA6,-1.659384852,NA
SERPINB5,4.485277235,NA
SERPINB9,-2.541631611,NA
SERPINE1,-3.921256842,NA
SERPINE2,-2.179017588,NA
SERPINH1,2.087892586,NA
SERPINI1,-1.561013246,NA
SERTAD2,0.834363403,NA
SERTAD3,-0.683471484,NA
SESN1,-0.697305966,NA
SETX,-0.500785001,NA
SEZ6L,-0.940184625,NA
SEZ6L2,1.207400579,NA
SFI1,1.093072776,NA
SFN,1.066988462,NA
SFRP4,-1.492270167,NA
SFTPD,3.005827873,NA
SGCB,-1.408913306,NA
SGCD,-1.871113284,NA
SGF29,-0.357252629,NA
SGK1,-1.343727489,NA
SGSM3,0.743027748,NA
SH2B3,-0.66177902,NA
SH2D3A,1.003766161,NA
SH3BGRL,-1.34749688,NA
SH3BGRL3,2.182002911,NA
SH3BP1,1.296019472,NA
SH3BP2,0.932260282,NA
SH3BP5,0.894657345,NA
SH3GL1,0.686250279,NA
SH3GL2,2.530493819,NA
SH3GLB1,0.893322291,NA
SH3TC2,3.053308867,NA
SH3YL1,2.910199686,NA
SHARPIN,0.60810886,NA
SHC1,-1.031457965,NA
SHMT2,-0.702713375,NA
SHOC2,-0.733622015,NA
SHQ1,-0.711289538,NA
SHROOM2,1.128474339,NA
SHTN1,-1.497249395,NA
SIGIRR,-1.294645427,NA
SIGMAR1,-0.505371028,NA
SIK1,-2.88105403,NA
SIKE1,1.228160367,NA
SIN3B,0.925472415,NA
SIPA1,0.871792596,NA
SIPA1L1,1.569812183,NA
SIRPA,-1.741921904,NA
SIRT1,-0.865673219,NA
SIRT3,-0.773503162,NA
SIRT5,-0.784323962,NA
SLBP,0.772828405,NA
SLC11A2,-0.047410637,NA
SLC12A2,-0.757095798,NA
SLC12A8,2.370887319,NA
SLC13A1,-1.319490888,NA
SLC16A4,-3.931450642,NA
SLC16A5,-1.789954932,NA
SLC16A7,2.056637588,NA
SLC17A3,-2.440939112,NA
SLC1A4,-0.8424304,NA
SLC1A6,3.879513207,NA
SLC22A18,-1.045825302,NA
SLC22A18AS,-1.368062423,NA
SLC22A3,-5.379378325,NA
SLC22A5,-0.62366227,NA
SLC23A2,-1.054410037,NA
SLC24A3,1.435983649,NA
SLC25A15,-1.195021086,NA
SLC25A17,0.5073199,NA
SLC25A3,-0.362392212,NA
SLC25A38,-0.610984007,NA
SLC25A5,-0.458843711,NA
SLC25A6,-1.533752766,NA
SLC27A2,-2.478083883,NA
SLC27A3,1.121383368,NA
SLC27A5,-2.070977944,NA
SLC2A10,6.706181265,NA
SLC2A11,0.897404734,NA
SLC2A4RG,1.135653233,NA
SLC30A3,-0.656358472,NA
SLC30A5,-0.571441196,NA
SLC30A9,0.443233849,NA
SLC31A2,1.001184624,NA
SLC35A3,1.309912144,NA
SLC35D2,-1.096949818,NA
SLC35E1,0.831927282,NA
SLC35E3,-0.994705009,NA
SLC35F6,-0.436827595,NA
SLC37A1,3.777622152,NA
SLC38A6,-1.576694751,NA
SLC39A14,-0.761785557,NA
SLC39A7,0.620746642,NA
SLC3A1,-1.396474507,NA
SLC3A2,-1.467370158,NA
SLC43A1,-1.008462086,NA
SLC43A3,2.908746196,NA
SLC44A4,1.468818158,NA
SLC46A3,-3.494254504,NA
SLC47A1,-4.22300387,NA
SLC48A1,-0.766778994,NA
SLC50A1,0.709381871,NA
SLC52A2,0.532489894,NA
SLC5A3,1.053764295,NA
SLC6A14,2.019255325,NA
SLC6A15,-4.66934333,NA
SLC6A16,-1.66184763,NA
SLC7A11,-2.703429501,NA
SLC7A5,-1.652514854,NA
SLC7A6,0.842153023,NA
SLC7A7,-2.557422508,NA
SLC7A8,-1.27268981,NA
SLC9A1,0.711168929,NA
SLC9A3R1,1.050548369,NA
SLCO2B1,-0.819358877,NA
SLCO3A1,1.535574276,NA
SLCO4A1,2.160365123,NA
SLCO5A1,-1.12090758,NA
SLF2,-0.656509994,NA
SLFN12,2.441307004,NA
SLIT1,-0.576271513,NA
SLIT3,-2.072210234,NA
SLK,-0.93209825,NA
SLPI,3.462754334,NA
SMAD2,-1.009725585,NA
SMAD6,-0.966058037,NA
SMAGP,1.381480462,NA
SMARCA4,2.95677242,NA
SMARCB1,0.678814477,NA
SMARCD3,-1.833843718,NA
SMC1A,-0.944049993,NA
SMC3,-0.790433199,NA
SMCHD1,0.864088676,NA
SMCO4,0.892263881,NA
SMG7,0.776350175,NA
SMIM2,1.203966122,NA
SMIM7,0.585583179,NA
SMNDC1,-0.652797255,NA
SMOX,-3.269834133,NA
SMPDL3B,2.542437084,NA
SMURF1,0.650864845,NA
SMURF2,1.919454886,NA
SMYD3,-1.158137129,NA
SNAP23,0.433365113,NA
SNAP25,-3.552000198,NA
SNAP29,0.861155583,NA
SNAPC5,-1.116963134,NA
SNCG,1.364698603,NA
SNF8,-0.44400151,NA
SNN,1.025700847,NA
SNRNP70,1.249901236,NA
SNRPB,-0.811266188,NA
SNRPB2,-0.563920146,NA
SNRPD3,0.559714974,NA
SNRPF,-0.556580742,NA
SNX1,-0.768481791,NA
SNX13,0.874907473,NA
SNX19,0.703112434,NA
SNX24,0.51973045,NA
SNX6,-0.656914251,NA
SOBP,-1.412579665,NA
