Gene.ID,M005,M005_PDX,M019,M019_PDX,M026,M029_PDX
ENSG00000215817,NA,1.114663289,NA,NA,NA,NA
ENSG00000224442,NA,NA,NA,NA,NA,NA
ENSG00000197258,NA,NA,NA,NA,0.015732959,0.930725223
ENSG00000242774,NA,-1.055261713,NA,-0.820508948,NA,NA
ENSG00000235887,NA,NA,NA,NA,NA,NA
ENSG00000250969,NA,NA,NA,NA,-0.306195137,NA
ENSG00000130287,NA,NA,NA,NA,NA,NA
ENSG00000153113,1.374556812,0.547673439,0.141858624,-0.269267066,0.208685834,-0.50916925
ENSG00000144199,1.998507002,1.395399697,0.819833998,-0.229899885,1.26638364,1.422113609
ENSG00000258676,NA,NA,NA,NA,-4.476120137,NA
ENSG00000232546,NA,NA,-0.240286995,NA,-1.628123231,NA
ENSG00000179813,NA,NA,NA,NA,NA,NA
ENSG00000153930,NA,0.681703882,NA,NA,-0.528587557,NA
ENSG00000198681,NA,NA,1.081641101,NA,2.501159786,4.356989978
ENSG00000261483,-1.43889831,NA,NA,NA,-0.306195137,NA
ENSG00000269349,NA,NA,NA,NA,NA,NA
ENSG00000158683,-4.023860811,-3.133264224,-0.780855375,-0.738046788,-1.36064292,-0.806240371
ENSG00000234785,NA,-0.470299212,-1.825249495,-2.405471449,-1.628123231,-2.654237278
ENSG00000232023,NA,NA,NA,NA,NA,NA
ENSG00000175567,1.745101877,0.735169906,1.122283085,2.945025798,-0.306195136,0.672573039
ENSG00000106331,NA,NA,NA,NA,NA,NA
ENSG00000214929,NA,NA,NA,NA,NA,NA
ENSG00000220937,NA,NA,NA,NA,NA,NA
ENSG00000224565,NA,NA,NA,NA,NA,NA
ENSG00000227141,NA,NA,NA,NA,NA,NA
ENSG00000232665,NA,NA,NA,NA,NA,NA
ENSG00000232893,NA,NA,NA,NA,NA,NA
ENSG00000234288,NA,NA,NA,NA,NA,NA
ENSG00000235101,NA,NA,NA,NA,NA,NA
ENSG00000236956,NA,NA,NA,NA,NA,NA
ENSG00000255144,NA,NA,NA,NA,NA,NA
ENSG00000099256,0.56110169,-1.247906791,2.289332473,2.068787587,-1.04316073,-1.654237278
ENSG00000214899,NA,NA,NA,NA,-4.306195136,-2.239199779
ENSG00000148154,1.301858863,0.893023251,0.539782102,-0.530322937,1.739946646,1.488031381
ENSG00000156299,0.389989774,0.411614718,-1.5033214,-4.329888098,-0.619353021,-0.795593127
ENSG00000066084,0.479603576,0.299925932,-0.957429931,-1.866650731,-0.417583816,-0.342722599
ENSG00000143867,2.352915761,3.170158402,0.262213346,-2.376902297,0.015732959,NA
ENSG00000178921,0.890603005,0.324769338,0.064832813,-0.223531072,0.509662925,0.370613587
ENSG00000159712,NA,NA,NA,NA,NA,NA
ENSG00000130304,1.782605478,1.510903193,0.347856754,-0.180627549,-0.518644753,1.015614121
ENSG00000021776,-0.14173812,-0.067540042,-1.059371208,-1.073565544,-0.161546493,0.037640427
ENSG00000239377,NA,NA,NA,NA,-1.04316073,-0.654237278
ENSG00000136155,NA,NA,NA,NA,NA,NA
ENSG00000249175,NA,-5.755701431,NA,NA,NA,NA
ENSG00000204469,1.57509656,1.591101333,0.049028005,-0.127147499,0.1857408,1.070346853
ENSG00000172640,NA,NA,NA,NA,-4.213085731,NA
ENSG00000137699,NA,NA,NA,NA,NA,NA
ENSG00000188732,1.125886309,2.192665801,-0.676386108,-0.820508949,0.306781741,-0.239199778
ENSG00000250740,NA,NA,NA,NA,NA,NA
ENSG00000130766,2.717606176,1.259053198,-0.586061831,-0.939807877,-0.475214206,-0.201725072
ENSG00000262769,NA,NA,NA,NA,NA,NA
ENSG00000118900,2.177320629,2.574720593,-0.533870463,-0.07899943,0.186752273,0.027059558
ENSG00000111886,NA,NA,NA,NA,-0.891157637,-2.239199779
ENSG00000243024,NA,NA,-2.562215089,0.179491051,-0.721232635,0.345762723
ENSG00000260945,NA,NA,NA,NA,-0.306195135,NA
ENSG00000229017,NA,NA,-1.240286995,NA,NA,1.667690818
ENSG00000266869,NA,NA,NA,NA,-2.306195135,NA
ENSG00000173141,0.936141121,1.662595059,1.786380956,2.011019647,0.966570808,1.82381002
ENSG00000226527,NA,NA,-0.977252588,0.179491052,-0.569229541,NA
ENSG00000123411,1.333691194,0.351363547,-0.479073854,-1.634953296,0.457198584,0.283298636
ENSG00000253171,NA,NA,NA,-2.40547145,0.278767365,NA
ENSG00000159346,0.645296818,0.577560427,0.152785173,0.333919716,0.348235701,0.638301123
ENSG00000257325,-4.023860811,NA,NA,NA,NA,NA
ENSG00000134201,-1.631543388,-2.699117902,NA,-0.557474543,-2.306195135,-0.069274777
ENSG00000186645,NA,NA,NA,NA,NA,NA
ENSG00000175600,-1.060386687,-1.137723873,-1.152824153,-0.914836332,-0.688065771,-0.431844856
ENSG00000167595,1.360507859,2.026126615,-1.294734778,-1.188240733,0.385119346,0.697526047
ENSG00000256167,NA,-0.055261712,NA,NA,0.693804863,NA
ENSG00000132938,NA,NA,NA,0.179491052,NA,NA
ENSG00000169371,2.146064191,1.151189165,0.153376854,-0.494738788,0.0124873,0.716131173
ENSG00000107164,1.397025765,1.081572502,0.031625564,-0.042242756,0.898807149,0.867950465
ENSG00000240680,NA,NA,NA,NA,NA,NA
ENSG00000160180,NA,NA,0.174750505,NA,NA,NA
ENSG00000222720,1.731026691,2.529700788,-1.825249495,-0.305935776,-1.306195135,3.930725224
ENSG00000142089,-1.338097668,-0.980299655,1.044955077,2.311833868,0.241544901,1.449385354
ENSG00000203387,NA,NA,NA,NA,NA,NA
ENSG00000140254,-0.853935809,-4.699117902,-1.240286995,NA,NA,1.930725223
ENSG00000229927,NA,NA,NA,NA,NA,NA
ENSG00000227213,NA,NA,NA,NA,NA,NA
ENSG00000239981,NA,NA,NA,NA,NA,NA
ENSG00000224730,NA,NA,NA,NA,NA,NA
ENSG00000232862,NA,NA,NA,NA,NA,NA
ENSG00000214534,NA,NA,NA,NA,NA,NA
ENSG00000212293,NA,NA,NA,NA,NA,NA
ENSG00000224245,NA,NA,NA,NA,NA,NA
ENSG00000225263,NA,NA,NA,NA,NA,NA
ENSG00000133193,2.227858282,-0.286145595,0.597159992,0.222818483,0.601531563,0.729091363
ENSG00000240303,1.515298,-0.470299212,-2.014727293,-1.90797179,-0.835744516,0.193759629
ENSG00000132326,0.224066703,0.167130709,-0.513305488,-2.050806568,-0.262473758,-1.971348356
ENSG00000187268,NA,NA,NA,NA,NA,1.667690818
ENSG00000237813,NA,-1.640224213,NA,-3.344070905,NA,NA
ENSG00000234284,NA,-4.225186714,0.622209482,-0.36107733,0.179231691,-0.654237277
ENSG00000237249,NA,NA,NA,0.179491052,NA,NA
ENSG00000229391,-1.661290731,-1.721524315,NA,-1.405471449,NA,-2.419772024
ENSG00000237168,NA,-2.055261712,NA,NA,-1.306195135,-2.976165373
ENSG00000082126,1.846503909,2.819207405,NA,-1.40547145,-3.765626754,1.646932258
ENSG00000229891,NA,NA,2.607709912,3.086381647,2.015732958,0.593690236
ENSG00000146433,0.470037212,0.996826798,-0.168394076,0.673963018,1.094392586,1.124256641
ENSG00000226472,NA,NA,NA,NA,NA,NA
ENSG00000198569,NA,NA,-4.047641916,-4.520948666,-3.180664253,NA
ENSG00000049247,NA,1.102279564,1.759713006,-1.498580854,1.809282081,NA
ENSG00000260468,NA,NA,NA,NA,NA,NA
ENSG00000162746,0.834120184,2.645178006,0.967308425,1.207505427,0.179231691,-0.010381087
ENSG00000165215,1.261541408,5.074021305,-1.240286994,-0.235546448,NA,NA
ENSG00000254034,NA,NA,NA,-0.820508948,-1.891157637,0.345762723
ENSG00000180440,1.549028858,5.948490422,NA,NA,NA,NA
ENSG00000230715,0.982565459,2.772557312,0.52838746,-1.274226917,0.383464744,0.111297469
ENSG00000236713,NA,NA,NA,NA,-0.306195137,NA
ENSG00000167656,NA,NA,NA,NA,NA,NA
ENSG00000254887,NA,NA,NA,NA,NA,NA
ENSG00000268472,NA,-2.055261713,NA,NA,NA,NA
ENSG00000254973,NA,NA,NA,NA,NA,NA
ENSG00000173627,NA,NA,NA,NA,NA,NA
ENSG00000243811,2.084663646,2.75209321,-0.884143184,-2.557474542,-0.348015311,0.293295303
ENSG00000234871,NA,NA,NA,NA,NA,NA
ENSG00000255491,NA,NA,NA,NA,NA,NA
ENSG00000217702,-4.023860811,NA,0.759713005,NA,NA,-2.239199779
ENSG00000261476,NA,NA,NA,NA,-4.113550057,-0.654237278
ENSG00000243627,NA,-2.055261713,NA,NA,NA,NA
ENSG00000213376,NA,NA,-1.977252588,-3.344070905,NA,NA
ENSG00000267199,0.994061097,0.457551003,1.09481649,0.057929071,1.053054585,0.959955934
ENSG00000257864,NA,-1.055261712,NA,NA,-1.306195136,-2.239199778
ENSG00000262151,NA,-3.055261712,NA,NA,NA,NA
ENSG00000178209,1.760377606,2.167518327,-1.18919606,-0.825959633,0.305314734,-0.160259538
ENSG00000105576,1.108204647,1.143991954,-0.029356563,-0.385330312,0.285720125,0.898988461
ENSG00000234983,2.605495809,1.529700788,-1.017894573,0.286406256,0.886449942,0.082728317
ENSG00000132510,0.836736133,0.012201255,-0.322455536,-1.238763161,-0.338762999,0.156284924
ENSG00000257181,0.545994798,1.475253004,0.115193661,-0.051834495,1.16428669,1.291606953
ENSG00000246115,NA,NA,NA,NA,1.015732959,NA
ENSG00000064886,1.827888231,2.54167343,0.759713006,-1.40547145,-4.113550058,-1.16881045
ENSG00000253678,NA,NA,NA,NA,NA,NA
ENSG00000126856,NA,-3.377189807,-1.918358899,NA,-1.950051326,1.542159936
ENSG00000088881,-5.023860811,-4.303189226,0.660177332,-0.90590044,-2.808695476,-3.239199779
ENSG00000215288,NA,NA,NA,NA,NA,NA
ENSG00000213281,0.56110169,1.156934942,0.427137668,1.090223713,1.599355288,1.272657808
ENSG00000256751,NA,NA,NA,-1.04290137,-0.820768309,NA
ENSG00000234814,NA,-1.055261712,-2.047641916,NA,-1.199279932,NA
ENSG00000213730,NA,NA,0.759713005,-3.142437043,NA,-0.654237278
ENSG00000151062,1.843137058,2.483158202,0.567067928,NA,-2.950051325,-0.300600323
ENSG00000189320,-1.631543388,-0.507773917,NA,-3.520948666,-1.721232635,NA
ENSG00000253348,NA,NA,NA,NA,-0.306195137,NA
ENSG00000183549,NA,NA,NA,NA,-0.498840214,NA
ENSG00000235232,NA,NA,NA,NA,NA,NA
ENSG00000231503,NA,NA,NA,NA,-1.891157637,NA
ENSG00000151090,-0.088401063,0.725425259,-1.228008664,-2.35847397,-1.647232053,-1.31720229
ENSG00000261234,NA,NA,NA,NA,NA,NA
ENSG00000228133,NA,NA,NA,NA,NA,NA
ENSG00000196204,-1.089313872,-1.264715078,-0.904104915,-0.901515512,-0.571719094,0.633044675
ENSG00000166971,0.435570808,-0.318296118,-0.99235948,-1.922870666,-0.797181488,-0.654237278
ENSG00000071575,0.991262464,2.149143078,0.57277586,0.976035538,0.743176502,0.645035423
ENSG00000244437,NA,NA,NA,NA,NA,NA
ENSG00000214711,NA,2.75209321,-0.114756112,-3.520948666,2.015732958,NA
ENSG00000248529,NA,NA,NA,NA,NA,NA
ENSG00000115353,-2.116970215,-0.903258619,NA,NA,-3.306195135,-1.654237278
ENSG00000116918,0.668630155,1.427821174,0.629009314,0.896097557,1.70924761,1.675958434
ENSG00000156395,NA,NA,-1.525689213,-4.151425827,NA,NA
ENSG00000125775,2.419082685,1.404169906,-0.240286994,0.179491051,-0.958271833,-1.0327489
ENSG00000225886,-2.43889831,0.266666382,NA,NA,-3.62812323,-0.654237277
ENSG00000188730,NA,NA,NA,NA,NA,NA
ENSG00000201746,NA,NA,NA,NA,NA,NA
ENSG00000227009,NA,NA,NA,NA,NA,NA
ENSG00000227787,NA,NA,NA,NA,NA,NA
ENSG00000229116,NA,NA,NA,NA,NA,NA
ENSG00000230787,NA,NA,NA,NA,NA,NA
ENSG00000235639,NA,NA,NA,NA,NA,NA
ENSG00000244390,NA,NA,NA,NA,NA,NA
ENSG00000254833,NA,NA,NA,NA,NA,NA
ENSG00000256011,NA,NA,NA,NA,NA,NA
ENSG00000263765,NA,NA,NA,NA,NA,NA
ENSG00000269738,NA,NA,NA,NA,NA,NA
ENSG00000125813,NA,NA,NA,NA,NA,NA
ENSG00000214530,1.858782239,1.722345866,1.290227723,1.053960169,1.032606777,1.127122437
ENSG00000259461,NA,NA,NA,NA,NA,NA
ENSG00000150457,-0.388272236,0.151896195,-0.57949308,-0.51823938,0.11227327,-0.345430104
ENSG00000207631,NA,NA,NA,NA,NA,NA
ENSG00000265749,NA,NA,-2.410211996,-3.62786387,-0.791621963,2.153117645
ENSG00000147439,1.321914026,1.724348219,0.418545404,1.194088427,0.073652935,-0.295382614
ENSG00000203965,1.315989192,1.781239555,-1.187819574,-1.174145903,0.560538333,1.964672556
ENSG00000234702,NA,NA,NA,NA,NA,NA
ENSG00000259456,0.56110169,0.359775787,-1.725713821,0.501419146,-0.605755418,0.220231841
ENSG00000092098,2.594524691,0.736933403,-0.035669275,-0.604780258,0.167736053,1.393857011
ENSG00000260412,0.09715459,4.337055711,-0.240286994,1.764453552,1.693804864,1.284362178
ENSG00000020219,NA,NA,NA,NA,NA,NA
ENSG00000103832,NA,-2.640224213,NA,NA,NA,NA
ENSG00000163251,-2.158790391,-0.810149215,-2.005821741,-1.627863871,-0.563103439,-0.919379346
ENSG00000167701,NA,0.224846207,-2.718334291,-2.108085539,-1.672977466,-0.654237277
ENSG00000197520,NA,NA,NA,NA,NA,NA
ENSG00000267296,NA,NA,-0.240286995,0.764453552,NA,NA
ENSG00000246323,NA,0.752093209,-3.940726713,-3.727399544,0.015732959,-0.239199778
ENSG00000235629,NA,NA,NA,NA,-1.306195135,NA
ENSG00000197776,0.676578907,-1.34476833,0.567067928,-3.029962315,-0.306195136,0.416152051
ENSG00000259867,NA,NA,0.759713005,NA,-1.891157637,NA
ENSG00000241169,NA,NA,NA,NA,NA,NA
ENSG00000234848,NA,NA,0.759713005,NA,NA,NA
ENSG00000176928,2.052954786,2.447238628,NA,-0.40547145,NA,NA
ENSG00000144959,1.411958251,0.669335325,-0.655324493,-2.405471449,0.712663892,-0.728237859
ENSG00000251629,NA,3.032201129,NA,NA,NA,NA
ENSG00000153896,-0.323421093,-1.848810835,-0.157824834,-0.849078101,0.22173642,1.111297469
ENSG00000131873,0.097855098,0.585348818,-0.57387468,0.167592468,0.083443187,0.455075094
ENSG00000229489,NA,NA,NA,NA,NA,NA
ENSG00000234181,NA,NA,NA,NA,NA,NA
ENSG00000166368,NA,NA,NA,NA,NA,NA
ENSG00000197262,NA,NA,NA,NA,NA,NA
ENSG00000223530,NA,NA,NA,NA,NA,NA
ENSG00000227112,NA,NA,NA,NA,NA,NA
ENSG00000234270,NA,NA,NA,NA,NA,NA
ENSG00000242197,NA,NA,NA,NA,NA,NA
ENSG00000243316,NA,NA,NA,NA,NA,NA
ENSG00000187753,NA,NA,NA,NA,NA,NA
ENSG00000226394,NA,NA,NA,NA,NA,NA
ENSG00000144161,1.419082685,-0.180792594,0.703129478,0.041987527,0.149750307,1.082728317
ENSG00000234509,NA,NA,NA,NA,-0.306195135,0.930725223
ENSG00000117595,-3.43889831,-3.377189807,NA,NA,NA,0.345762723
ENSG00000125968,1.953419113,2.052798033,2.567067928,-0.061517048,-1.659832091,-0.654237277
ENSG00000065802,0.742852127,1.078755636,-0.437588434,-0.718868686,0.450112181,1.629178629
ENSG00000165929,1.850608307,3.667847081,0.759713006,-4.644937384,NA,-0.654237278
ENSG00000233539,-2.023860811,0.359775787,0.022747412,0.916456645,-0.965158218,0.760800222
ENSG00000158571,-4.43889831,-1.640224213,NA,NA,1.501159786,NA
ENSG00000236990,NA,-1.055261712,NA,NA,NA,NA
ENSG00000260123,NA,NA,NA,NA,NA,NA
ENSG00000225771,NA,NA,NA,-0.820508948,NA,NA
ENSG00000214199,2.020533309,1.266666382,-1.655324493,1.179491051,-0.306195136,-0.806240371
ENSG00000229164,-1.760826405,-3.408898667,NA,NA,NA,-3.4615922
ENSG00000236044,NA,NA,NA,NA,NA,NA
ENSG00000121853,NA,NA,NA,NA,NA,NA
ENSG00000231970,-1.268973309,2.114663289,-2.410211996,-1.990433951,-1.765626754,-1.824162279
ENSG00000147592,0.368456612,1.33176141,0.705265222,1.048246518,0.535107118,1.381386632
ENSG00000232882,NA,NA,NA,NA,NA,-3.976165373
ENSG00000107317,NA,NA,3.219144624,-2.520948667,-2.628123231,NA
ENSG00000239198,NA,-1.055261712,NA,NA,NA,NA
ENSG00000229533,NA,NA,NA,NA,NA,NA
ENSG00000230821,NA,NA,NA,NA,NA,NA
ENSG00000080845,1.017854208,1.272269088,-0.388440785,0.020587456,-0.206546712,1.366299654
ENSG00000204599,0.245599864,0.760313717,0.654360006,-0.231577546,0.627417467,0.76547671
ENSG00000239685,NA,NA,NA,NA,NA,NA
ENSG00000223588,NA,NA,-2.240286994,-2.520948667,NA,NA
ENSG00000184574,-4.02386081,-3.913242707,NA,NA,-0.678163913,1.930725223
ENSG00000152583,-2.508439243,-3.535836175,-0.910243096,-1.208696123,-1.898770821,-3.171295714
ENSG00000229387,NA,1.851628883,NA,0.179491051,0.771807376,1.416152051
ENSG00000143575,1.168432004,0.53609856,0.4937009,1.299263285,0.180992149,0.821593217
ENSG00000050767,NA,-1.640224213,-1.825249495,NA,NA,NA
ENSG00000186074,NA,NA,NA,NA,NA,NA
ENSG00000251009,NA,NA,NA,NA,NA,NA
ENSG00000041353,1.594524691,2.724716771,NA,NA,NA,NA
ENSG00000215035,NA,NA,-0.240286995,-0.820508948,NA,NA
ENSG00000260398,NA,2.404169907,NA,NA,-0.306195137,NA
ENSG00000227048,NA,NA,NA,NA,NA,NA
ENSG00000151694,1.345878764,0.266666383,-0.455210744,-0.447651265,0.832599968,-0.048810674
ENSG00000242575,NA,NA,NA,NA,NA,NA
ENSG00000139574,-0.02386081,0.022740799,1.304033522,0.381124912,0.568273982,1.667690818
ENSG00000121764,NA,0.404169906,-1.114756112,2.349416053,0.047441819,-0.194805658
ENSG00000233444,NA,NA,NA,NA,NA,NA
ENSG00000163884,NA,-1.055261713,-0.066257594,-1.642510647,-0.306195136,1.305120738
ENSG00000254376,NA,NA,NA,NA,NA,NA
ENSG00000226862,NA,NA,NA,NA,NA,-1.654237278
ENSG00000253731,NA,-0.66823859,-2.082407334,-2.235928468,-1.597961261,-1.16881045
ENSG00000157500,0.46442567,-0.036402685,-0.329686079,-0.464884935,0.884488426,0.905524669
ENSG00000236768,NA,NA,NA,NA,NA,NA
ENSG00000237806,NA,NA,-1.240286995,NA,NA,NA
ENSG00000232756,NA,NA,NA,-1.820508948,0.693804863,NA
ENSG00000225647,NA,NA,NA,NA,NA,NA
ENSG00000170122,NA,NA,NA,NA,0.278767365,NA
ENSG00000204138,-0.021045795,-0.879011073,-0.78460751,-0.980289393,-0.109211122,0.115786605
ENSG00000095574,0.924849961,1.422785585,0.59198556,-0.171981319,0.68428209,0.89755836
ENSG00000224871,-2.43889831,NA,-1.240286995,NA,NA,NA
ENSG00000055813,NA,NA,NA,0.59452855,NA,-0.654237277
ENSG00000101307,1.800068336,2.713412741,-1.977252588,-3.142437043,-3.306195135,NA
ENSG00000245719,NA,NA,-1.240286995,NA,NA,NA
ENSG00000058600,0.354005456,0.495980171,-0.059714749,-0.351023666,0.410155428,0.397477759
ENSG00000256196,NA,-1.055261712,-1.240286995,-1.820508948,0.693804863,NA
ENSG00000251177,NA,NA,NA,NA,NA,NA
ENSG00000171700,-0.384450526,-0.055261712,0.509734753,1.481146751,0.583621946,-0.484312275
ENSG00000260135,NA,NA,NA,NA,NA,NA
ENSG00000126778,NA,-2.640224213,0.88170353,1.853262819,0.803429355,2.153117645
ENSG00000255345,-3.43889831,0.266666382,NA,0.179491051,-3.62812323,NA
ENSG00000233818,NA,NA,NA,0.179491052,-2.891157636,NA
ENSG00000259564,NA,NA,NA,NA,NA,NA
ENSG00000126337,NA,NA,NA,NA,NA,NA
ENSG00000231170,NA,-2.055261713,NA,NA,NA,NA
ENSG00000187080,NA,NA,NA,NA,NA,NA
ENSG00000249388,NA,NA,NA,NA,-0.306195137,NA
ENSG00000235545,NA,-0.470299212,-0.240286995,-2.142437044,0.501159786,1.345762722
ENSG00000011105,-1.116970215,-1.047312959,0.206396133,-0.828682881,-0.188216857,0.098847982
ENSG00000219150,0.731026691,NA,-1.240286995,1.401883472,NA,NA
ENSG00000226015,NA,2.032201129,-1.088283901,0.800979428,-0.891157637,2.805194341
ENSG00000127481,-0.725855995,-0.724337999,-1.657522049,-1.89206221,-1.018301971,-1.18831552
ENSG00000162654,-2.898329928,-5.718226725,-0.894958467,-2.668505856,-0.285731033,-2.867231001
ENSG00000110002,-1.438898309,-2.653521036,-0.240286995,NA,-4.113550058,-5.608433589
ENSG00000154358,-3.576401834,-4.883080737,-0.865891479,-3.364829465,1.143415512,0.756046692
ENSG00000167748,0.56110169,NA,0.759713005,NA,NA,NA
ENSG00000114120,1.382315461,2.078079521,1.011520157,0.721640468,1.888561718,0.749805215
ENSG00000116194,NA,NA,-0.047641916,0.530963421,-0.306195136,-1.654237277
ENSG00000187957,1.020533309,2.529700789,NA,0.179491052,0.015732959,NA
ENSG00000173726,2.809029204,1.988459665,1.728413205,1.669675326,2.154234267,1.540974165
ENSG00000154438,NA,NA,NA,-0.820508949,NA,NA
ENSG00000178821,NA,NA,-0.240286994,1.501419146,NA,NA
ENSG00000145431,1.601117369,1.200132631,-0.417164756,-0.940803183,0.433344402,1.971947886
ENSG00000233380,NA,NA,NA,NA,NA,NA
ENSG00000241959,NA,NA,NA,-2.142437043,NA,NA
ENSG00000132541,-1.853935809,-0.180792595,1.759713006,2.059196817,1.733333229,2.469145138
ENSG00000204388,3.252263595,1.01290979,-0.101580723,-1.253468357,-0.444054046,0.589999533
ENSG00000234921,NA,NA,3.759713006,NA,-0.306195137,NA
ENSG00000159289,NA,-1.470299212,-1.240286995,NA,NA,NA
ENSG00000260381,NA,1.266666383,-0.240286994,0.501419146,1.693804864,0.760800222
ENSG00000158195,0.183734609,-0.703852233,-0.844475854,-1.30860991,-0.29003298,0.144295253
ENSG00000224810,NA,NA,NA,NA,-2.476120137,0.483266246
ENSG00000235615,NA,2.266666382,1.47592004,-0.820508949,NA,1.930725223
ENSG00000255709,NA,NA,NA,NA,NA,NA
ENSG00000223839,0.271595074,1.519647123,-1.334721795,-1.427667196,-1.599661438,-1.267214154
ENSG00000223519,NA,NA,-1.068106018,-1.958012473,-1.306195136,NA
ENSG00000253537,0.409098596,2.146372149,-4.361302395,-4.185081381,0.523879862,-0.654237278
ENSG00000104635,0.633858032,1.094936884,-0.419610694,-0.392760398,0.734068735,0.993964098
ENSG00000065357,-0.221667594,-0.619162598,-0.277123762,-1.238499766,-1.367395292,0.257889966
ENSG00000221818,-6.139338028,-5.090885622,-2.529793611,0.248055337,-6.087554849,-4.902164791
ENSG00000174473,NA,-2.640224213,NA,NA,1.278767364,NA
ENSG00000260824,-0.001492998,0.203472556,0.381201383,0.00956605,0.343862393,1.268594862
ENSG00000180626,NA,-1.725113111,-1.692799199,-2.836105804,-0.278973667,1.008727735
ENSG00000240720,-3.43889831,NA,-0.240286995,-1.820508949,-0.306195135,-2.239199779
ENSG00000189420,NA,NA,NA,NA,0.693804863,NA
ENSG00000164307,1.47130502,0.70192891,-0.211335621,-1.04970976,0.747115325,-0.273529771
ENSG00000166250,1.837226096,2.872556831,-1.205521576,-0.937865899,-3.306195136,-0.554701603
ENSG00000226641,NA,NA,NA,NA,NA,NA
ENSG00000228248,NA,NA,NA,NA,NA,NA
ENSG00000230203,NA,NA,NA,NA,NA,NA
ENSG00000254367,NA,NA,NA,NA,NA,NA
ENSG00000251258,NA,NA,3.460152724,NA,NA,NA
ENSG00000103876,0.731026692,0.500700917,0.555699113,-0.475597536,0.139504457,0.948003215
ENSG00000213605,NA,NA,NA,NA,NA,NA
ENSG00000227589,NA,NA,NA,NA,NA,NA
ENSG00000229673,NA,NA,NA,NA,NA,NA
ENSG00000253574,NA,NA,NA,NA,NA,NA
ENSG00000258742,NA,NA,NA,NA,NA,NA
ENSG00000240048,NA,NA,NA,0.179491052,NA,NA
ENSG00000243646,-0.242501097,-0.519208812,0.512620144,0.263555316,0.785303218,1.068228747
ENSG00000259051,NA,NA,NA,NA,NA,NA
ENSG00000260992,NA,NA,0.607709913,-0.498580854,-2.628123231,0.345762723
ENSG00000219626,0.105422206,-0.585776429,-0.377790518,-1.039149235,-1.13372794,-0.163250924
ENSG00000212170,NA,NA,NA,NA,NA,NA
ENSG00000225246,NA,NA,NA,NA,NA,NA
ENSG00000254310,NA,NA,NA,NA,NA,NA
ENSG00000236795,NA,NA,NA,NA,NA,NA
ENSG00000244155,NA,NA,NA,NA,NA,NA
ENSG00000189299,NA,NA,NA,NA,5.278767364,0.930725223
ENSG00000236318,NA,NA,NA,NA,NA,NA
ENSG00000255248,1.877636526,2.89831395,0.398614314,-0.955558909,0.137904829,1.497393939
ENSG00000104899,NA,0.944738287,2.084612668,1.831179666,1.916197285,-0.654237277
ENSG00000267506,NA,NA,NA,NA,NA,NA
ENSG00000197766,NA,NA,-0.240286995,-2.068436463,NA,-3.239199778
ENSG00000259519,NA,NA,NA,0.179491052,0.693804863,-0.654237278
ENSG00000132768,0.349597585,0.770708888,0.923211738,0.271609253,0.941732377,1.260327246
ENSG00000183864,0.007617421,0.319133803,-0.719896495,-0.650254828,-0.249611608,0.831702144
ENSG00000186868,-0.853935809,-2.862616634,-0.612255771,-2.310834575,-1.504134514,-1.391202871
ENSG00000224733,NA,NA,NA,NA,NA,NA
ENSG00000259330,-1.738458592,-0.585776429,0.045115225,0.144725633,-0.514781758,-0.069274776
ENSG00000249252,0.56110169,-0.296269812,-1.940726712,-2.879402638,-0.362778664,-2.78939686
ENSG00000251360,NA,NA,NA,NA,NA,NA
ENSG00000266729,NA,NA,NA,NA,NA,NA
ENSG00000242686,NA,NA,-1.240286995,NA,NA,NA
ENSG00000156599,1.294054222,1.044041624,-0.401830855,-0.237017835,0.127805767,0.562310322
ENSG00000073737,NA,-6.699117902,NA,NA,NA,NA
ENSG00000019102,-4.023860811,-2.055261713,NA,NA,-0.306195136,NA
ENSG00000204740,NA,NA,NA,NA,NA,NA
ENSG00000259773,0.20495788,0.207772693,-2.477326191,-4.678489943,-0.253727716,-1.139664104
ENSG00000135392,0.648564531,0.919352969,-0.309182076,-0.564328214,0.245482773,0.462626481
ENSG00000255040,NA,NA,NA,NA,NA,NA
ENSG00000157502,0.974850494,7.099556396,NA,NA,NA,NA
ENSG00000229563,0.883029785,NA,NA,NA,NA,NA
ENSG00000198873,2.673801823,0.779515905,-0.796680343,0.700323214,-0.707557698,0.018952407
ENSG00000201558,NA,NA,NA,NA,NA,NA
ENSG00000259389,NA,1.75209321,-1.825249495,-1.142437044,NA,0.667690818
ENSG00000251539,NA,NA,NA,NA,NA,-3.654237278
ENSG00000196131,NA,NA,NA,NA,NA,NA
ENSG00000201643,NA,NA,NA,NA,NA,NA
ENSG00000249242,NA,NA,-2.884143184,-1.935986166,0.108842363,-0.139664104
ENSG00000225147,NA,NA,NA,NA,NA,NA
ENSG00000218793,NA,NA,NA,NA,NA,NA
ENSG00000231533,NA,NA,NA,NA,NA,NA
ENSG00000239559,-2.43889831,NA,NA,NA,NA,-1.654237278
ENSG00000258033,NA,NA,NA,NA,NA,NA
ENSG00000188352,-0.308194618,-0.084408058,-0.658207002,-1.976726531,-0.068969917,-0.377583262
ENSG00000227517,NA,NA,NA,NA,0.278767365,NA
ENSG00000214765,1.261541408,1.394045689,0.327996765,-0.383004109,0.54377942,0.714150129
ENSG00000235298,0.753746769,0.529700788,-1.549884287,-0.530380882,-0.783924413,-0.342974591
